"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","3","7","65591","0","4531","70116","0"
"Bageshwar","35","37","35456","0","2089","37541","2"
"Chamoli","80","65","48875","0","3205","52078","29"
"Champawat","10","3","62639","0","1912","64548","7"
"Dehradun","334","400","372755","11","33248","405868","56"
"Haridwar","149","156","307845","0","13142","320957","9"
"Nainital","204","237","87845","1","11374","99149","19"
"Pauri Garhwal","146","152","94864","3","5282","100139","8"
"Pithoragarh","16","143","41850","0","2560","44398","0"
"Rudraprayag","37","31","27515","0","2712","30227","9"
"Tehri Garhwal","103","81","37569","1","2373","39935","14"
"US Nagar","430","144","137913","0","8808","146697","29"
"Uttarkashi","129","153","40819","1","1662","42479","14"
"Total","1676","1609","1361536","17","92898","1454132","196"
