"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","3","0","0","2059","18","7","0"
"East Jaintia Hills","0","0","0","2629","38","1","0"
"East Khasi Hills","28","9","1","47414","1076","123","39"
"Eastern West Khasi Hills","2","0","0","144","8","2","0"
"North Garo Hills","0","0","0","1890","9","6","0"
"Ri-Bhoi","4","5","0","10433","99","49","1"
"South Garo Hills","5","0","0","1355","13","11","0"
"South West Garo Hills","2","2","0","2113","20","13","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","47","11","1","11057","81","235","5"
"West Jaintia Hills","3","1","0","7212","139","12","1"
"West Khasi Hills","2","2","0","5661","78","2","0"
"Total","96","30","2","94668","1599","461","46"
