"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","2","0","2045","17","4","0"
"East Jaintia Hills","1","0","0","2609","37","7","0"
"East Khasi Hills","1","7","0","47041","1073","16","15"
"Eastern West Khasi Hills","0","0","0","140","8","1","0"
"North Garo Hills","0","1","0","1878","9","2","0"
"Ri-Bhoi","0","8","0","10299","97","17","0"
"South Garo Hills","0","0","0","1340","13","3","0"
"South West Garo Hills","0","0","0","2089","20","3","0"
"South West Khasi Hills","2","4","0","2696","19","3","0"
"West Garo Hills","0","0","0","10707","80","17","3"
"West Jaintia Hills","2","3","0","7178","139","18","1"
"West Khasi Hills","0","0","0","5644","75","9","0"
"Total","6","25","0","93666","1587","100","19"
