,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2022-02-01,TR,Dhalai,,,,8417,40,8104,,2022-02-02 12:03:19.432747,,,,100454,913,96732,2350162
1,2022-02-01,TR,Gomati,,,,9322,87,8974,,2022-02-02 12:03:19.432747,,,,100454,913,96732,2350162
2,2022-02-01,TR,Khowai,,,,5130,56,4985,,2022-02-02 12:03:19.432747,,,,100454,913,96732,2350162
3,2022-02-01,TR,North Tripura,,,,8735,38,8337,,2022-02-02 12:03:19.432747,,,,100454,913,96732,2350162
4,2022-02-01,TR,Sipahijala,,,,7218,85,6986,,2022-02-02 12:03:19.432747,,,,100454,913,96732,2350162
5,2022-02-01,TR,South Tripura,,,,11793,57,11392,,2022-02-02 12:03:19.432747,,,,100454,913,96732,2350162
6,2022-02-01,TR,Unokoti,,,,10028,73,9625,,2022-02-02 12:03:19.432747,,,,100454,913,96732,2350162
7,2022-02-01,TR,West Tripura,,,,39808,474,38264,,2022-02-02 12:03:19.432747,,,,100454,913,96732,2350162
8,2022-02-01,TR,Unknown,,,,3,3,65,,2022-02-02 12:03:19.432747,,,,100454,913,96732,2350162
