,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-09-19,UT,Almora,,,,17145,200,15884,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,1051
1,2022-09-19,UT,Bageshwar,,,,7931,61,7736,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,130
2,2022-09-19,UT,Chamoli,,,,15617,65,15207,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,334
3,2022-09-19,UT,Champawat,,,,9675,55,9400,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,216
4,2022-09-19,UT,Dehradun,,,,151680,3735,146685,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,1064
5,2022-09-19,UT,Haridwar,,,,65668,1055,62923,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,1643
6,2022-09-19,UT,Nainital,,,,52812,979,51491,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,197
7,2022-09-19,UT,Pauri Garhwal,,,,23339,336,21252,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,1742
8,2022-09-19,UT,Pithoragarh,,,,13054,186,12589,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,262
9,2022-09-19,UT,Rudraprayag,,,,11856,108,11444,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,300
10,2022-09-19,UT,Tehri Garhwal,,,,18465,118,16989,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,1351
11,2022-09-19,UT,Udham Singh Nagar,,,,47289,769,45337,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,1154
12,2022-09-19,UT,Uttarkashi,,,,14481,80,13864,,2022-09-20 11:57:34.437129,,,,449012,7747,430801,10141834.0,9977,533
