Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-02-22,HP,Bilaspur,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,18139,95,17934,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,1
2022-02-22,HP,Chamba,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,15744,169,15424,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,2
2022-02-22,HP,Hamirpur,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,23141,323,22608,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,1
2022-02-22,HP,Kangra,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,63084,1238,61430,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,6
2022-02-22,HP,Kinnaur,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,4413,40,4361,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,0
2022-02-22,HP,Kullu,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,11927,162,11735,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,3
2022-02-22,HP,Lahaul and Spiti,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,3150,18,3124,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,0
2022-02-22,HP,Mandi,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,38563,500,37932,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,0
2022-02-22,HP,Shimla,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,35429,710,34561,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,4
2022-02-22,HP,Sirmaur,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,19793,220,19495,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,0
2022-02-22,HP,Solan,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,30528,335,30049,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,0
2022-02-22,HP,Una,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,18627,277,18251,,2022-02-22 20:55:55.597001,2022-02-22 19:00:00+05:30,https://twitter.com/nhm_hp,,282538,4087,276904,,19,2
