"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16906","16610","34","262"
"2","Chengalpattu","173076","169793","757","2526"
"3","Chennai","556759","546889","1286","8584"
"4","Coimbatore","248774","245151","1180","2443"
"5","Cuddalore","64323","63315","137","871"
"6","Dharmapuri","28691","28255","158","278"
"7","Dindigul","33182","32477","55","650"
"8","Erode","105485","104001","791","693"
"9","Kallakurichi","31523","31221","92","210"
"10","Kancheepuram","75377","73851","264","1262"
"11","Kanyakumari","62663","61437","172","1054"
"12","Karur","24418","23871","186","361"
"13","Krishnagiri","43747","43297","99","351"
"14","Madurai","75413","74104","130","1179"
"15","Mayiladuthurai","23336","22991","29","316"
"16","Nagapattinam","21229","20788","87","354"
"17","Namakkal","52966","52025","437","504"
"18","Nilgiris","33885","33488","184","213"
"19","Perambalur","12093","11831","18","244"
"20","Pudukottai","30295","29806","72","417"
"21","Ramanathapuram","20603","20220","24","359"
"22","Ranipet","43517","42705","37","775"
"23","Salem","100786","98567","525","1694"
"24","Sivagangai","20341","20052","81","208"
"25","Tenkasi","27380","26881","14","485"
"26","Thanjavur","75882","74588","310","984"
"27","Theni","43595","43063","11","521"
"28","Thirupathur","29364","28709","29","626"
"29","Thiruvallur","119904","117762","298","1844"
"30","Thiruvannamalai","55126","54381","76","669"
"31","Thiruvarur","41765","41138","170","457"
"32","Thoothukudi","56446","55964","73","409"
"33","Tirunelveli","49557","49007","117","433"
"34","Tiruppur","96466","94902","577","987"
"35","Trichy","78170","76724","376","1070"
"36","Vellore","50055","48823","95","1137"
"37","Villupuram","45965","45562","47","356"
"38","Virudhunagar","46371","45777","46","548"
"39","Airport Surveillance 
(International)","1031","1026","4","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,17,978","26,72,564","9,078","36,336"
