"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","20","17","65874","3","4539","70407","0"
"Bageshwar","67","72","36027","1","2094","38117","6"
"Chamoli","75","60","49646","2","3219","52863","13"
"Champawat","0","0","62663","0","1912","64572","0"
"Dehradun","459","410","378584","30","33490","411939","56"
"Haridwar","186","192","309646","5","13184","322800","21"
"Nainital","132","185","91332","4","11405","102667","13"
"Pauri Garhwal","214","218","96807","2","5289","102089","19"
"Pithoragarh","41","42","42594","1","2562","45144","2"
"Rudraprayag","23","20","27945","0","2716","30661","3"
"Tehri Garhwal","70","51","38894","1","2391","41278","18"
"US Nagar","394","130","140302","2","8833","149111","62"
"Uttarkashi","66","125","42260","1","1681","43939","12"
"Total","1747","1522","1382574","52","93315","1475587","225"
