"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","796","1792","266972","148","14422","281394","562"
"Bageshwar","832","692","229363","67","6976","236339","720"
"Chamoli","874","906","308670","169","13784","322454","584"
"Champawat","1092","554","286973","28","8859","295832","871"
"Dehradun","8996","7425","2042064","870","134298","2176362","2442"
"Haridwar","4675","4662","2360168","485","60386","2420554","797"
"Nainital","1200","827","603252","243","47545","650797","383"
"Pauri Garhwal","1112","1231","437201","306","21123","458324","276"
"Pithoragarh","686","705","249414","37","11650","261064","872"
"Rudraprayag","760","549","211066","25","9711","220777","450"
"Tehri Garhwal","568","214","318000","58","17297","335297","594"
"US Nagar","2231","2882","1017485","529","44101","1061586","429"
"Uttarkashi","555","542","355308","99","13313","368621","285"
"Total","24377","22981","8685936","3064","403465","9089401","9265"
