,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,9794,9300,129,2022-02-01,TT,41469499,496242,39230198,2022-02-01 12:35:04.574547,730697193,2022-01-31 00:00:00,1699380,1666464749,943550406,710985496,11928847,632891,326776,300972,5143,https://www.icmr.gov.in/,167059,1192,254076,604047,3894217,1837385,6335649,137,691,202,1030,17,54,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2276370,2151238,14615,2022-02-01,TT,41469499,496242,39230198,2022-02-01 12:35:04.574547,730697193,2022-01-31 00:00:00,1699380,1666464749,943550406,710985496,11928847,80574624,42858253,36805467,910904,https://www.icmr.gov.in/,167059,1192,254076,604047,3894217,1837385,6335649,22938,321173,66335,410446,5879,11384,9,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,62410,59288,287,2022-02-01,TT,41469499,496242,39230198,2022-02-01 12:35:04.574547,730697193,2022-01-31 00:00:00,1699380,1666464749,943550406,710985496,11928847,1572166,874985,680566,16615,https://www.icmr.gov.in/,167059,1192,254076,604047,3894217,1837385,6335649,1169,1234,589,2992,328,440,1,,,1332900000,Arunachal Pradesh,1504000
3,Assam,716406,687971,6461,2022-02-01,TT,41469499,496242,39230198,2022-02-01 12:35:04.574547,730697193,2022-01-31 00:00:00,1699380,1666464749,943550406,710985496,11928847,41372839,23169678,18040559,162602,https://www.icmr.gov.in/,167059,1192,254076,604047,3894217,1837385,6335649,12190,63114,7740,83044,1811,3613,19,,,1332900000,Assam,34293000
4,Bihar,823801,806497,12222,2022-02-01,TT,41469499,496242,39230198,2022-02-01 12:35:04.574547,730697193,2022-01-31 00:00:00,1699380,1666464749,943550406,710985496,11928847,112539259,64514432,47520622,504205,https://www.icmr.gov.in/,167059,1192,254076,604047,3894217,1837385,6335649,164288,236210,21328,421826,748,2223,1,,,1332900000,Bihar,119520000
5,Chandigarh,89488,85138,1122,2022-02-01,TT,41469499,496242,39230198,2022-02-01 12:35:04.574547,730697193,2022-01-31 00:00:00,1699380,1666464749,943550406,710985496,11928847,1975065,1111110,847837,16118,https://www.icmr.gov.in/,167059,1192,254076,604047,3894217,1837385,6335649,1110,1202,768,3080,344,564,4,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1125863,1088473,13853,2022-02-01,TT,41469499,496242,39230198,2022-02-01 12:35:04.574547,730697193,2022-01-31 00:00:00,1699380,1666464749,943550406,710985496,11928847,33848196,19315375,14288308,244513,https://www.icmr.gov.in/,167059,1192,254076,604047,3894217,1837385,6335649,21622,89803,9624,121049,2693,4871,19,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11307,11209,4,2022-02-01,TT,41469499,496242,39230198,2022-02-01 12:35:04.574547,730697193,2022-01-31 00:00:00,1699380,1666464749,943550406,710985496,11928847,1318737,750226,563062,5449,https://www.icmr.gov.in/,167059,1192,254076,604047,3894217,1837385,6335649,263,447,201,911,6,13,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1830268,1785674,25865,2022-02-01,TT,41469499,496242,39230198,2022-02-01 12:35:04.574547,730697193,2022-01-31 00:00:00,1699380,1666464749,943550406,710985496,11928847,29636860,17004380,12349555,282925,https://www.icmr.gov.in/,167059,1192,254076,604047,3894217,1837385,6335649,23298,42410,11419,77127,2779,5502,38,,,1332900000,Delhi,19814000
9,Goa,238906,226453,3693,2022-02-01,TT,41469499,496242,39230198,2022-02-01 12:35:04.574547,730697193,2022-01-31 00:00:00,1699380,1666464749,943550406,710985496,11928847,2561219,1380873,1160081,20265,https://www.icmr.gov.in/,167059,1192,254076,604047,3894217,1837385,6335649,1022,6009,695,7726,500,1387,11,,,1332900000,Goa,1540000
