"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","0","0","2084","20","3","0"
"East Jaintia Hills","0","0","0","2677","39","3","0"
"East Khasi Hills","3","4","0","47857","1079","26","12"
"Eastern West Khasi Hills","0","1","0","161","9","0","0"
"North Garo Hills","1","0","0","1919","10","1","0"
"Ri-Bhoi","0","2","0","10577","101","12","4"
"South Garo Hills","0","0","0","1441","16","1","1"
"South West Garo Hills","2","1","0","2263","21","3","0"
"South West Khasi Hills","0","0","0","2720","20","2","0"
"West Garo Hills","2","7","0","11829","84","22","1"
"West Jaintia Hills","1","0","0","7324","142","2","1"
"West Khasi Hills","1","0","0","5671","78","1","0"
"Total","11","15","0","96523","1619","76","19"
