"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","6","40757","16","40359","30","0","368","0"
"","2","Ballari","17","115790","5","113908","115","0","1765","2"
"","3","Belagavi","15","100399","9","99255","138","0","1004","2"
"","4","Bengaluru Rural","9","79526","0","78487","132","0","907","0"
"","5","Bengaluru urban","910","1827295","706","1802588","7734","0","16972","1"
"","6","Bidar","8","29884","6","29435","25","0","420","4"
"","7","Chamarajanagara","0","43656","4","43091","30","0","524","11"
"","8","Chikkaballapura","7","55673","0","55183","28","0","461","1"
"","9","Chikkamagaluru","3","57328","7","56901","20","0","407","0"
"","10","Chitradurga","0","46408","0","46162","7","0","239","0"
"","11","Dakshina 
Kannada","19","136136","5","134194","90","0","1842","10"
"","12","Davanagere","2","57591","0","56950","18","0","623","0"
"","13","Dharwada","26","84522","34","83010","119","0","1386","7"
"","14","Gadag","1","30603","0","30258","8","0","337","0"
"","15","Hassana","25","144017","13","142653","55","0","1307","2"
"","16","Haveri","6","26877","1","26196","12","0","669","0"
"","17","Kalaburagi","0","76742","0","75790","70","0","882","0"
"","18","Kodagu","0","49306","0","48913","40","0","352","1"
"","19","Kolara","5","63215","15","62517","33","0","665","0"
"","20","Koppala","1","41309","1","40758","13","0","538","0"
"","21  Mandya","","12","101574","1","100820","43","0","711","0"
"","22  Mysuru","","24","230164","11","227447","157","0","2560","0"
"","23","Raichuru","7","45488","0","45108","15","0","365","0"
"","24","Ramanagara","0","29857","0","29505","5","0","347","0"
"","25","Shivamogga","6","83448","0","82283","35","0","1129","1"
"","26","Tumakuru","19","160016","2","158734","64","0","1218","0"
"","27","Udupi","7","95832","1","95231","55","0","546","0"
"","28","Uttara Kannada","16","71317","0","70458","49","0","810","0"
"","29","Vijayapura","0","41040","0","40499","20","0","521","0"
"","30","Yadagiri","0","29972","0","29758","2","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1151","3995778","837","3946484","9162","0","40090","42"
"*
   
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 24-07-2022 
Page 5 of 8","","","","","","","","","",""
