,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10029,9896,129,2022-03-19,TT,43006080,516352,42461926,2022-03-19 11:46:33.771636,782228685,2022-03-18 00:00:00,370514,1809554332,970671194,818494506,20388632,662092,329382,322774,9936,https://www.icmr.gov.in/,2075,71,3383,27787,360020,297580,685387,1,3,28,32,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2319141,2303875,14730,2022-03-19,TT,43006080,516352,42461926,2022-03-19 11:46:33.771636,782228685,2022-03-18 00:00:00,370514,1809554332,970671194,818494506,20388632,88846000,43206317,44075253,1564430,https://www.icmr.gov.in/,2075,71,3383,27787,360020,297580,685387,36900,122826,3399,163125,75,46,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64483,64176,296,2022-03-19,TT,43006080,516352,42461926,2022-03-19 11:46:33.771636,782228685,2022-03-18 00:00:00,370514,1809554332,970671194,818494506,20388632,1649148,891103,733046,24999,https://www.icmr.gov.in/,2075,71,3383,27787,360020,297580,685387,48,68,37,153,0,1,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724185,716181,6639,2022-03-19,TT,43006080,516352,42461926,2022-03-19 11:46:33.771636,782228685,2022-03-18 00:00:00,370514,1809554332,970671194,818494506,20388632,43722728,23444702,19997148,280878,https://www.icmr.gov.in/,2075,71,3383,27787,360020,297580,685387,776,2715,255,3746,4,1,0,,,1332900000,Assam,34293000
4,Bihar,830408,818102,12255,2022-03-19,TT,43006080,516352,42461926,2022-03-19 11:46:33.771636,782228685,2022-03-18 00:00:00,370514,1809554332,970671194,818494506,20388632,122627590,66850480,54935856,841254,https://www.icmr.gov.in/,2075,71,3383,27787,360020,297580,685387,1699,9093,155,10947,7,5,0,,,1332900000,Bihar,119520000
5,Chandigarh,91880,90680,1165,2022-03-19,TT,43006080,516352,42461926,2022-03-19 11:46:33.771636,782228685,2022-03-18 00:00:00,370514,1809554332,970671194,818494506,20388632,2050844,1126520,898238,26086,https://www.icmr.gov.in/,2075,71,3383,27787,360020,297580,685387,0,0,7,7,3,11,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1151904,1137695,14034,2022-03-19,TT,43006080,516352,42461926,2022-03-19 11:46:33.771636,782228685,2022-03-18 00:00:00,370514,1809554332,970671194,818494506,20388632,37583483,19736586,17430403,416494,https://www.icmr.gov.in/,2075,71,3383,27787,360020,297580,685387,514,1164,77,1755,12,31,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11441,11436,4,2022-03-19,TT,43006080,516352,42461926,2022-03-19 11:46:33.771636,782228685,2022-03-18 00:00:00,370514,1809554332,970671194,818494506,20388632,1366712,756950,601395,8367,https://www.icmr.gov.in/,2075,71,3383,27787,360020,297580,685387,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1863633,1836886,26145,2022-03-19,TT,43006080,516352,42461926,2022-03-19 11:46:33.771636,782228685,2022-03-18 00:00:00,370514,1809554332,970671194,818494506,20388632,31874331,17353667,14067497,453167,https://www.icmr.gov.in/,2075,71,3383,27787,360020,297580,685387,1,12,213,226,140,148,0,,,1332900000,Delhi,19814000
9,Goa,245243,241349,3830,2022-03-19,TT,43006080,516352,42461926,2022-03-19 11:46:33.771636,782228685,2022-03-18 00:00:00,370514,1809554332,970671194,818494506,20388632,2660770,1396818,1232309,31643,https://www.icmr.gov.in/,2075,71,3383,27787,360020,297580,685387,13,0,0,13,4,13,0,,,1332900000,Goa,1540000
