,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-03-19,AP,Anantapur,,,,177493,1105,176233,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
1,2022-03-19,AP,Chittoor,,,,272367,2000,270349,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
2,2022-03-19,AP,East Godavari,,,,316511,1298,315054,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
3,2022-03-19,AP,Guntur,,,,203230,1277,201918,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
4,2022-03-19,AP,Y.S.R. Kadapa,,,,134882,652,134223,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
5,2022-03-19,AP,Krishna,,,,136883,1496,135362,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
6,2022-03-19,AP,Kurnool,,,,144243,867,143374,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
7,2022-03-19,AP,S.P.S. Nellore,,,,164357,1090,163255,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
8,2022-03-19,AP,Prakasam,,,,155924,1146,154769,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
9,2022-03-19,AP,Srikakulam,,,,133936,798,133133,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
10,2022-03-19,AP,Visakhapatnam,,,,190899,1184,189676,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
11,2022-03-19,AP,Vizianagaram,,,,92237,680,91545,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
12,2022-03-19,AP,West Godavari,,,,193324,1137,192147,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
14,2022-03-19,AP,Other States,,,,2461,0,2461,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
15,2022-03-19,AP,Other Countries,,,,434,0,434,,2022-03-30T18:42:38.891634+05:30,,,,2319181,14730,2303933,33322836,0,0
