"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19887","19619","1","267"
"2","Chengalpattu","237885","234148","1079","2658"
"3","Chennai","757358","745500","2790","9068"
"4","Coimbatore","330579","327674","288","2617"
"5","Cuddalore","74302","73389","18","895"
"6","Dharmapuri","36208","35916","9","283"
"7","Dindigul","37487","36818","4","665"
"8","Erode","132739","131972","33","734"
"9","Kallakurichi","36528","36310","3","215"
"10","Kancheepuram","94872","93343","227","1302"
"11","Kanyakumari","86611","85254","272","1085"
"12","Karur","29770","29388","10","372"
"13","Krishnagiri","59683","59290","23","370"
"14","Madurai","91178","89854","88","1236"
"15","Mayiladuthurai","26512","26176","6","330"
"16","Nagapattinam","25451","25070","6","375"
"17","Namakkal","68037","67484","19","534"
"18","Nilgiris","42216","41958","32","226"
"19","Perambalur","14482","14219","14","249"
"20","Pudukottai","34483","34051","6","426"
"21","Ramanathapuram","24686","24315","3","368"
"22","Ranipet","54025","53177","61","787"
"23","Salem","127492","125675","55","1762"
"24","Sivagangai","23900","23637","44","219"
"25","Tenkasi","32772","32261","21","490"
"26","Thanjavur","92191","91139","12","1040"
"27","Theni","50627","50073","21","533"
"28","Thirupathur","35752","35106","13","633"
"29","Thiruvallur","148041","145794","308","1939"
"30","Thiruvannamalai","66854","66136","33","685"
"31","Thiruvarur","48035","47552","11","472"
"32","Thoothukudi","65074","64544","82","448"
"33","Tirunelveli","62928","62375","108","445"
"34","Tiruppur","129990","128903","35","1052"
"35","Trichy","95104","93861","82","1161"
"36","Vellore","57381","56183","35","1163"
"37","Villupuram","54601","54227","8","366"
"38","Virudhunagar","56883","56297","32","554"
"39","Airport Surveillance 
(International)","1327","1307","19","1"
"40","Airport Surveillance 
(Domestic)","1131","1129","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,65,490","34,21,552","5,912","38,026"
