,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2022-08-25,TT,Andaman and Nicobar Islands,,,,10586,129,10413,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
1,2022-08-25,TT,Andhra Pradesh,,,,2336266,14733,2320568,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
2,2022-08-25,TT,Arunachal Pradesh,,,,66599,296,66207,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
3,2022-08-25,TT,Assam,,,,743801,8029,732846,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
4,2022-08-25,TT,Bihar,,,,847221,12292,834124,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
5,2022-08-25,TT,Chandigarh,,,,98526,1179,96963,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
6,2022-08-25,TT,Chhattisgarh,,,,1172891,14101,1157321,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
7,2022-08-25,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11574,4,11563,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
8,2022-08-25,TT,Delhi,,,,1996352,26442,1965600,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
9,2022-08-25,TT,Goa,,,,255408,3857,250411,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
10,2022-08-25,TT,Gujarat,,,,1268550,11000,1255585,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
11,2022-08-25,TT,Haryana,,,,1049557,10671,1035946,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
12,2022-08-25,TT,Himachal Pradesh,,,,310064,4194,304289,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
13,2022-08-25,TT,Jammu and Kashmir,,,,476703,4779,469755,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
14,2022-08-25,TT,Jharkhand,,,,441799,5330,436132,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
15,2022-08-25,TT,Karnataka,,,,4044819,40221,3994823,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
16,2022-08-25,TT,Kerala,,,,6747371,70728,6668406,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
17,2022-08-25,TT,Ladakh,,,,29165,229,28884,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
18,2022-08-25,TT,Lakshadweep,,,,11415,52,11363,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
19,2022-08-25,TT,Maharashtra,,,,8089389,148208,7928603,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
20,2022-08-25,TT,Manipur,,,,139639,2146,137409,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
21,2022-08-25,TT,Meghalaya,,,,96363,1616,94622,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
22,2022-08-25,TT,Mizoram,,,,236545,717,235148,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
23,2022-08-25,TT,Madhya Pradesh,,,,1053071,10769,1041696,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
24,2022-08-25,TT,Nagaland,,,,35899,777,35106,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
25,2022-08-25,TT,Odisha,,,,1325766,9167,1314752,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
26,2022-08-25,TT,Puducherry,,,,172520,1967,170238,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
27,2022-08-25,TT,Punjab,,,,781968,17888,747101,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
28,2022-08-25,TT,Rajasthan,,,,1306402,9616,1292867,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
29,2022-08-25,TT,Sikkim,,,,43489,484,42784,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
30,2022-08-25,TT,Tamil Nadu,,,,3565020,38033,3521357,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
31,2022-08-25,TT,Telangana,,,,832933,4111,826269,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
32,2022-08-25,TT,Tripura,,,,107703,938,106671,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
33,2022-08-25,TT,Uttar Pradesh,,,,2120342,23600,2092675,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
34,2022-08-25,TT,Uttarakhand,,,,447669,7736,438182,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
35,2022-08-25,TT,West Bengal,,,,2105535,21449,2080706,,,2022-08-25 23:55:26.181521,,,,44378920,527488,43757385,883916723,2108234347
