District,Recovered,Deceased,Active
आजमगढ़,17680,228,58
लखीमपरु-खीरी,24126.0,293.0,57.0
बहराइच,11374.0,178.0,54.0
इटावा,13640.0,293.0,54.0
गोंडा,12016.0,271.0,51.0
मसद्धाथ नगर,9275.0,100.0,51.0
कन्नौज,9115.0,115.0,49.0
महाराजगजं,12324.0,141.0,49.0
सलु्तानपरु,14780.0,138.0,48.0
एटा,9876.0,99.0,47.0
जौनपरु,22350.0,235.0,47.0
बमलया,21377.0,234.0,43.0
लमलतपरु,12622.0,128.0,38.0
फर्रखाबाद,10157.0,194.0,36.0
बलरामपरु,7356.0,138.0,31.0
भदोही,7558.0,163.0,24.0
फतहेपरु,6680.0,139.0,24.0
बादा,10832.0,161.0,23.0
कासगजं,4198.0,53.0,23.0
कुशीनगर,15390.0,228.0,23.0
मऊ,8253.0,80.0,22.0
पीलीभीत,10839.0,193.0,22.0
अमठेी,9832.0,143.0,20.0
प्रतापगढ़,15876.0,163.0,20.0
कानपरु देहात,6090.0,110.0,19.0
चचत्रकट,7031.0,79.0,11.0
हमीरपरु,5138.0,102.0,9.0
महोबा,4182.0,86.0,9.0
सतं कबीर नगर,8064.0,98.0,9.0
कौशाम्बी,4356.0,70.0,8.0
जालौन,11489.0,202.0,7.0
श्रावस्ती,4354.0,35.0,5.0
