District,Recovered,Deceased,Active
गौतम बिु नगर,63209,468,4612
लखनऊ,236427,2651,3653
गाज़ियाबाद,55390,461,3297
मरेठ,68655,902,2519
िाराणसी,84571,971,1313
आगरा,25342,458,961
मरुादाबाद,38759,349,850
कानपरु नगर,81053,1905,650
प्रयागराज,77662,1089,647
मथरुा,19948,402,560
मजुफ्फरनगर,30760,269,514
सहारनपरु,32347,420,510
गोरखपरु,58603,849,452
बलुदंशहर,19978,245,393
अलीगढ,21186,109,379
बरेली,43679,377,366
झासी,35913,663,273
शामली,12937,45,260
सभंल,9334,106,239
बागपत,8997,141,224
बाराबकंी,19634,225,191
हापड़ु,12426,217,156
अयोध्या,16632,290,148
अमरोहा,16423,203,147
राय बरेली,16771,343,135
रामपरु,11683,148,134
चदंौली,15854,357,119
गाजीपरु,21372,283,109
बबजनौर,14670,126,99
हाथरस,2878,43,98
सोनभद्र,16567,251,93
बस्ती,11391,330,89
हरदोई,13409,349,87
मनैपरुी,9851,182,87
शाहजहांपरु,19927,444,84
क्रिरोजाबाद,8587,135,81
उन्नाव,14769,254,74
देवररया,20012,222,71
सीतापरु,12214,185,65
बदाय,14847,99,64
औरैय्या,9890,204,62
ममर्ापरु,10973,116,60
अम्बडेकर नगर,4888,152,58
