Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-27,HP,Bilaspur,14300,85,14078,39738.0,322859,227392,550251,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Chamba,13670,160,13486,53505.0,363424,187434,550858,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Hamirpur,17254,283,16593,46407.0,376950,256085,633035,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Kangra,50530,1119,48567,94910.0,1181191,703561,1884752,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Kinnaur,3506,38,3459,6730.0,79634,62990,142624,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Kullu,9683,158,9486,12012.0,350931,200175,551106,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Lahaul and Spiti,2953,18,2935,540.0,31906,20827,52733,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Mandi,31547,446,30916,41895.0,774653,466140,1240793,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Shimla,27503,640,26753,32922.0,677202,392676,1069878,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Sirmaur,15455,211,15244,42564.0,423034,197328,620362,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Solan,22804,314,22459,57200.0,690475,329402,1019877,223406,3725,217693,3651430.0,5706786,3322379,9029165
2021-10-27,HP,Una,14201,253,13717,52905.0,434527,278369,712896,223406,3725,217693,3651430.0,5706786,3322379,9029165
