"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","226","31","62831","0","4519","67344","76"
"Bageshwar","69","72","34142","0","2088","36226","11"
"Chamoli","72","61","47165","0","3200","50363","16"
"Champawat","94","93","61302","0","1911","63210","31"
"Dehradun","462","387","363262","12","33055","396182","132"
"Haridwar","183","244","304582","3","13112","317664","18"
"Nainital","236","333","81428","1","11338","92696","53"
"Pauri Garhwal","111","89","92631","0","5272","97896","37"
"Pithoragarh","77","10","40035","0","2559","42582","97"
"Rudraprayag","29","28","26798","0","2702","29500","14"
"Tehri Garhwal","78","126","34666","1","2358","37017","31"
"US Nagar","630","595","133590","1","8795","142361","50"
"Uttarkashi","154","226","37694","0","1642","39334","33"
"Total","2421","2295","1320126","18","92551","1412375","599"
