"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235383","232657","68","2658"
"3","Chennai","750920","741652","200","9068"
"4","Coimbatore","329898","327232","49","2617"
"5","Cuddalore","74246","73341","10","895"
"6","Dharmapuri","36191","35899","9","283"
"7","Dindigul","37477","36808","4","665"
"8","Erode","132665","131921","10","734"
"9","Kallakurichi","36521","36302","4","215"
"10","Kancheepuram","94382","93056","24","1302"
"11","Kanyakumari","86208","85115","8","1085"
"12","Karur","29752","29380","0","372"
"13","Krishnagiri","59627","59249","8","370"
"14","Madurai","91029","89790","3","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25440","25062","3","375"
"17","Namakkal","68001","67460","7","534"
"18","Nilgiris","42115","41871","18","226"
"19","Perambalur","14461","14212","0","249"
"20","Pudukottai","34463","34035","2","426"
"21","Ramanathapuram","24674","24300","6","368"
"22","Ranipet","53916","53126","3","787"
"23","Salem","127362","125592","8","1762"
"24","Sivagangai","23821","23595","7","219"
"25","Tenkasi","32744","32252","2","490"
"26","Thanjavur","92134","91075","20","1039"
"27","Theni","50599","50063","3","533"
"28","Thirupathur","35733","35097","3","633"
"29","Thiruvallur","147438","145475","24","1939"
"30","Thiruvannamalai","66809","66116","8","685"
"31","Thiruvarur","48010","47536","2","472"
"32","Thoothukudi","64950","64496","6","448"
"33","Tirunelveli","62762","62313","4","445"
"34","Tiruppur","129922","128858","12","1052"
"35","Trichy","94936","93768","7","1161"
"36","Vellore","57285","56103","19","1163"
"37","Villupuram","54580","54214","0","366"
"38","Virudhunagar","56830","56266","10","554"
"39","Airport Surveillance 
(International)","1247","1241","5","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,52,442","34,13,841","576","38,025"
