,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-27,PB,43,2,27,7267,13196,38671,0,252,293.0,10.0,189.0,126207.0,69415.0,224904.0,0.0,Amritsar,0,0,0,,2219,5125,0,7,6.0,0.0,5.0,,11476.0,23655.0,0,2490891,,,,47455,1599,45848,,1435234,738334,0,0,2022-01-03T00:03:40.417098+05:30,29859000,,,,604279,16640,587247,16766871,17007546,9076166,0,0,0.0,0
1,1,1,1,1,2021-12-27,PB,43,2,27,7267,13196,38671,0,252,293.0,10.0,189.0,126207.0,69415.0,224904.0,0.0,Barnala,0,0,0,,20,66,0,1,0.0,0.0,0.0,,153.0,1219.0,0,596294,,,,5958,244,5705,,356587,162901,0,0,2022-01-03T00:03:40.417098+05:30,29859000,,,,604279,16640,587247,16766871,17007546,9076166,0,0,0.0,0
2,2,2,2,2,2021-12-27,PB,43,2,27,7267,13196,38671,0,252,293.0,10.0,189.0,126207.0,69415.0,224904.0,0.0,Bathinda,1,0,0,,1086,2067,0,17,7.0,0.0,9.0,,5656.0,13624.0,0,1388859,,,,41823,1047,40764,,674111,312010,0,0,2022-01-03T00:03:40.417098+05:30,29859000,,,,604279,16640,587247,16766871,17007546,9076166,0,0,0.0,0
3,3,3,3,3,2021-12-27,PB,43,2,27,7267,13196,38671,0,252,293.0,10.0,189.0,126207.0,69415.0,224904.0,0.0,Faridkot,1,0,2,,431,1442,0,4,2.0,0.0,4.0,,1900.0,6111.0,0,618008,,,,13960,320,13637,,350075,191487,0,0,2022-01-03T00:03:40.417098+05:30,29859000,,,,604279,16640,587247,16766871,17007546,9076166,0,0,0.0,0
4,4,4,4,4,2021-12-27,PB,43,2,27,7267,13196,38671,0,252,293.0,10.0,189.0,126207.0,69415.0,224904.0,0.0,Fatehgarh Sahib,0,0,0,,203,537,0,1,2.0,1.0,0.0,,2594.0,10318.0,0,599814,,,,8913,338,8569,,372214,200434,0,0,2022-01-03T00:03:40.417098+05:30,29859000,,,,604279,16640,587247,16766871,17007546,9076166,0,0,0.0,0
5,5,5,5,5,2021-12-27,PB,43,2,27,7267,13196,38671,0,252,293.0,10.0,189.0,126207.0,69415.0,224904.0,0.0,Fazilka,0,0,1,,260,568,0,1,1.0,1.0,1.0,,4237.0,10030.0,0,1180483,,,,20287,531,19753,,561640,263050,0,0,2022-01-03T00:03:40.417098+05:30,29859000,,,,604279,16640,587247,16766871,17007546,9076166,0,0,0.0,0
6,6,6,6,6,2021-12-27,PB,43,2,27,7267,13196,38671,0,252,293.0,10.0,189.0,126207.0,69415.0,224904.0,0.0,Ferozepur,0,0,0,,474,1219,0,47,2.0,0.0,11.0,,2377.0,7450.0,0,2026831,,,,14481,504,13975,,511008,213625,0,0,2022-01-03T00:03:40.417098+05:30,29859000,,,,604279,16640,587247,16766871,17007546,9076166,0,0,0.0,0
7,7,7,7,7,2021-12-27,PB,43,2,27,7267,13196,38671,0,252,293.0,10.0,189.0,126207.0,69415.0,224904.0,0.0,Gurdaspur,1,0,0,,743,2163,0,8,5.0,0.0,4.0,,2848.0,7912.0,0,2299026,,,,22423,803,21612,,968747,636883,0,0,2022-01-03T00:03:40.417098+05:30,29859000,,,,604279,16640,587247,16766871,17007546,9076166,0,0,0.0,0
8,8,8,8,8,2021-12-27,PB,43,2,27,7267,13196,38671,0,252,293.0,10.0,189.0,126207.0,69415.0,224904.0,0.0,Hoshiarpur,0,0,3,,406,1571,0,25,19.0,1.0,19.0,,1792.0,7879.0,0,1582793,,,,31028,997,30002,,1039970,722758,0,0,2022-01-03T00:03:40.417098+05:30,29859000,,,,604279,16640,587247,16766871,17007546,9076166,0,0,0.0,0
9,9,9,9,9,2021-12-27,PB,43,2,27,7267,13196,38671,0,252,293.0,10.0,189.0,126207.0,69415.0,224904.0,0.0,Jalandhar,8,0,3,,878,4030,0,12,42.0,0.0,16.0,,3988.0,20296.0,0,2181753,,,,63601,1501,62042,,1497326,952625,0,0,2022-01-03T00:03:40.417098+05:30,29859000,,,,604279,16640,587247,16766871,17007546,9076166,0,0,0.0,0
