,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
10,Gujarat,829359,818298,10113,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,88196984,46686782,41510202,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,6950,31677,38627,177,66,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,772633,762076,10062,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,32748811,19498549,13250262,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,52316,127586,179902,92,27,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,228549,224330,3873,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,11335886,5855483,5480403,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,18,137,155,12,47,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,340722,334849,4523,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,18076696,9670023,8406673,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,426,63346,63772,124,127,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,349867,344364,5142,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,28869418,18183997,10685421,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,61026,94867,155893,60,15,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,3004587,2958828,38312,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,84630387,47405425,37224962,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,9203,40674,49877,348,198,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,5235122,5165164,46586,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,46542513,26064050,20478463,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,346,2940,3286,1824,3364,268,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
17,Ladakh,22091,21664,218,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,388721,213562,175159,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,0,0,0,8,17,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,10415,10357,51,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,107880,55549,52331,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,0,202,202,0,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,6657888,6502957,141433,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,131016738,79554909,51461829,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,22152,63401,85553,1648,918,17,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Maharashtra,122153000
20,Manipur,125723,123540,2001,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,2296561,1319344,977217,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,316,838,1154,17,16,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,84793,83246,1483,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,2113661,1232183,881478,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,8,0,8,3,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,140564,138626,539,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,1330101,745476,584625,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,0,0,0,72,179,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,793696,782912,10532,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,101318270,52024649,49293621,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,3024,48419,51443,41,21,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,32174,31395,702,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,1332017,757543,574474,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,44,28,72,0,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1053881,1043926,8452,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,48802977,28941843,19861134,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,42254,104298,146552,112,144,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Odisha,43671000
26,Puducherry,129415,127408,1880,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,1383456,833783,549673,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,492,881,1373,9,29,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,604236,587220,16638,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,26031845,16994350,9037495,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,3093,8083,11176,49,17,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Punjab,29859000
28,Rajasthan,955480,946199,8963,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,79174003,45819773,33354230,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,48862,84238,133100,62,15,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Rajasthan,77264000
29,Sikkim,32480,32010,409,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,1007396,524768,482628,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,0,0,0,3,12,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,2744037,2700673,36735,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,82068635,49417603,32651032,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,334051,910198,1244249,610,679,10,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,680662,673223,4022,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,45307301,27619283,17688018,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,13292,21707,34999,109,190,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Telangana,37220000
32,Tripura,85005,84128,829,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,4681783,2567222,2114561,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,73,96,169,0,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,1710931,1687693,22915,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,194555722,125393015,69162707,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,255810,298056,553866,57,16,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,344779,337132,7416,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,13906497,7745252,6161245,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,2699,19997,22696,13,19,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,0,0,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,1630626,1603460,19716,2021-12-27,TT,34793333,479997,34237495,2021-12-27 12:12:21.162008,672936621,2021-12-26 00:00:00,939539,1417284566,838053120,579231446,102321254,64476170,37845084,https://www.icmr.gov.in/,6531,315,7141,2283880,942329,3226209,3500,36383,39883,544,547,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.857142857,1340169.142857143,16386.14285714286,79041262,55839654,23201608,,,1332900000,West Bengal,96906000
