TT|2023-10-29 07:55:05.725953|GetSource|ERR|File Not Found
TT|2023-10-29 09:55:19.316625|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-10-29 09:59:50.307250|ExtractFromHTML|OK|COMPLETED
TT|2023-10-29 11:55:07.890466|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-10-29 11:59:38.821245|ExtractFromHTML|OK|COMPLETED
TT|2023-10-29 13:55:07.312257|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-10-29 13:59:37.229030|ExtractFromHTML|OK|COMPLETED
TT|2023-10-29 15:55:06.701599|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-10-29 15:59:38.077960|ExtractFromHTML|OK|COMPLETED
TT|2023-10-29 17:55:06.556646|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-10-29 17:59:34.653649|ExtractFromHTML|OK|COMPLETED
TT|2023-10-30 07:55:05.163563|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-10-30 09:55:04.742615|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
