,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-07-30,ML,East Garo Hills,,,,2062,18,2041,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
1,2022-07-30,ML,East Jaintia Hills,,,,2641,39,2590,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
2,2022-07-30,ML,East Khasi Hills,,,,47535,1076,46325,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
3,2022-07-30,ML,North Garo Hills,,,,1905,9,1882,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
4,2022-07-30,ML,Ribhoi,,,,,,,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
5,2022-07-30,ML,South Garo Hills,,,,1376,13,1337,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
6,2022-07-30,ML,South West Garo Hills,,,,2169,21,2103,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
7,2022-07-30,ML,South West Khasi Hills,,,,2701,20,2681,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
8,2022-07-30,ML,West Garo Hills,,,,11370,83,10883,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
9,2022-07-30,ML,West Jaintia Hills,,,,7235,139,7073,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
10,2022-07-30,ML,West Khasi Hills,,,,5667,78,5583,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
11,2022-07-30,ML,Unknown,,,,101,0,97,,2022-07-31 11:55:28.934498,,,,95386,1605,93057,,0,0
