"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20257","19980","10","267"
"2","Chengalpattu","252970","250015","294","2661"
"3","Chennai","791348","780013","2265","9070"
"4","Coimbatore","340647","337774","255","2618"
"5","Cuddalore","75906","74922","88","896"
"6","Dharmapuri","36842","36549","10","283"
"7","Dindigul","39130","38395","70","665"
"8","Erode","136414","135526","154","734"
"9","Kallakurichi","36946","36722","9","215"
"10","Kancheepuram","98226","96904","19","1303"
"11","Kanyakumari","90230","88976","168","1086"
"12","Karur","30272","29882","18","372"
"13","Krishnagiri","62440","61896","172","372"
"14","Madurai","93210","91887","87","1236"
"15","Mayiladuthurai","27419","27035","54","330"
"16","Nagapattinam","26015","25629","11","375"
"17","Namakkal","69772","69203","35","534"
"18","Nilgiris","42905","42641","38","226"
"19","Perambalur","14930","14645","36","249"
"20","Pudukottai","35271","34819","26","426"
"21","Ramanathapuram","25006","24626","11","369"
"22","Ranipet","56611","55775","49","787"
"23","Salem","131735","129848","123","1764"
"24","Sivagangai","25169","24902","48","219"
"25","Tenkasi","33953","33437","26","490"
"26","Thanjavur","93572","92481","50","1041"
"27","Theni","51853","51306","14","533"
"28","Thirupathur","36094","35453","8","633"
"29","Thiruvallur","153511","151527","42","1942"
"30","Thiruvannamalai","68394","67701","8","685"
"31","Thiruvarur","48984","48495","16","473"
"32","Thoothukudi","67340","66815","77","448"
"33","Tirunelveli","66114","65571","98","445"
"34","Tiruppur","132185","131085","47","1053"
"35","Trichy","98154","96905","88","1161"
"36","Vellore","58134","56934","37","1163"
"37","Villupuram","56397","55972","58","367"
"38","Virudhunagar","59576","58940","81","555"
"39","Airport Surveillance 
(International)","1399","1392","6","1"
"40","Airport Surveillance 
(Domestic)","1167","1165","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,86,926","35,44,171","4,707","38,048"
