"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","0","0","2046","17","3","0"
"East Jaintia Hills","1","1","0","2611","37","5","0"
"East Khasi Hills","2","3","0","47046","1074","12","4"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","0","1","0","1879","9","1","0"
"Ri-Bhoi","1","3","0","10301","97","7","1"
"South Garo Hills","2","2","0","1343","13","3","1"
"South West Garo Hills","0","0","0","2089","20","1","0"
"South West Khasi Hills","0","0","0","2696","20","2","0"
"West Garo Hills","2","0","0","10713","80","16","0"
"West Jaintia Hills","0","4","0","7180","139","10","0"
"West Khasi Hills","0","0","0","5644","76","4","0"
"Total","8","14","0","93688","1590","64","6"
