Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-09,JK,Anantnag,16550,205,16323,,752204,302532,1054736,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Bandipora,9770,102,9636,,282711,116446,399157,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Baramulla,24387,282,24016,,717165,354662,1071827,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Budgam,23669,207,23367,,575352,258333,833685,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Doda,7805,133,7632,,305930,109481,415411,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Ganderbal,10372,79,10246,,215472,115176,330648,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Jammu,53231,1144,52024,,1133620,572136,1705756,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Kathua,9320,151,9156,,434592,197018,631610,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Kishtwar,4817,44,4770,,139135,66668,205803,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Kulgam,11479,117,11360,,372309,157881,530190,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Kupwara,14377,166,14188,,560963,250140,811103,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Pulwama,15491,194,15275,139552.0,400406,165624,566030,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Punch,6452,98,6252,,383459,138906,522365,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Rajouri,11255,237,10996,,455486,200545,656031,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Ramban,6037,67,5952,,216903,108222,325125,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Reasi,6601,43,6528,,229347,99958,329305,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Samba,7150,120,7029,,276821,106941,383762,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Shopiyan,5607,58,5548,,202223,83568,285791,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Srinagar,74658,842,73345,,916326,377021,1293347,330434,4426,324908,15297670.0,8952667,3971475,12924142
2021-10-09,JK,Udhampur,11406,137,11265,,382243,190217,572460,330434,4426,324908,15297670.0,8952667,3971475,12924142
