"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16878","16575","42","261"
"2","Chengalpattu","172438","169062","862","2514"
"3","Chennai","555546","545761","1222","8563"
"4","Coimbatore","247622","244045","1146","2431"
"5","Cuddalore","64205","63160","175","870"
"6","Dharmapuri","28551","28106","169","276"
"7","Dindigul","33134","32422","65","647"
"8","Erode","104826","103379","756","691"
"9","Kallakurichi","31435","31118","107","210"
"10","Kancheepuram","75189","73617","313","1259"
"11","Kanyakumari","62516","61254","212","1050"
"12","Karur","24256","23659","238","359"
"13","Krishnagiri","43676","43150","176","350"
"14","Madurai","75302","73984","140","1178"
"15","Mayiladuthurai","23307","22949","42","316"
"16","Nagapattinam","21150","20677","122","351"
"17","Namakkal","52585","51629","454","502"
"18","Nilgiris","33713","33287","213","213"
"19","Perambalur","12080","11813","23","244"
"20","Pudukottai","30235","29719","100","416"
"21","Ramanathapuram","20580","20194","27","359"
"22","Ranipet","43487","42620","92","775"
"23","Salem","100343","98063","592","1688"
"24","Sivagangai","20273","19943","122","208"
"25","Tenkasi","27376","26859","32","485"
"26","Thanjavur","75624","74230","413","981"
"27","Theni","43588","43042","25","521"
"28","Thirupathur","29341","28646","69","626"
"29","Thiruvallur","119646","117434","370","1842"
"30","Thiruvannamalai","55064","54261","135","668"
"31","Thiruvarur","41617","40934","236","447"
"32","Thoothukudi","56386","55855","122","409"
"33","Tirunelveli","49450","48890","127","433"
"34","Tiruppur","95931","94255","693","983"
"35","Trichy","77789","76342","386","1061"
"36","Vellore","49973","48659","181","1133"
"37","Villupuram","45938","45468","114","356"
"38","Virudhunagar","46330","45725","57","548"
"39","Airport Surveillance 
(International)","1028","1025","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,09,921","26,63,323","10,372","36,226"
