District,Recovered,Deceased,Active
गौतम बिु नगर,63078,468,1706
गाज़ियाबाद,55312,461,1180
लखनऊ,236346,2651,1153
मरेठ,68610,899,798
िाराणसी,84552,971,330
मरुादाबाद,38748,349,298
आगरा,25331,457,297
कानपरु नगर,81047,1905,222
प्रयागराज,77653,1088,256
सहारनपरु,32337,420,184
मथरुा,19931,402,136
अलीगढ,21181,109,90
मजुफ्फरनगर,30755,269,113
गोरखपरु,58599,848,114
बरेली,43674,377,105
बाराबकंी,19626,225,71
सभंल,9332,106,69
बलुदंशहर,19977,244,75
हापड़ु,12424,217,41
शामली,12932,45,50
बागपत,8995,141,68
अमरोहा,16416,203,52
झासी,35906,663,69
महाराजगजं,12304,140,31
अयोध्या,16631,290,46
देवररया,20010,222,29
राय बरेली,16771,343,43
शाहजहांपरु,19919,444,34
बस्ती,11389,330,29
आजमगढ़,17678,228,20
गाजीपरु,21370,283,28
हरदोई,13408,349,23
क्रिरोजाबाद,8586,135,25
हाथरस,2877,43,22
चदंौली,15853,357,29
रामपरु,11680,148,24
बदाय,14844,98,22
बबजनौर,14670,126,22
एटा,9869,99,16
औरैय्या,9890,203,21
ममर्ापरु,10973,116,16
सोनभद्र,16562,251,23
बलरामपरु,7356,138,14
