"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20230","19952","11","267"
"2","Chengalpattu","251805","248865","282","2658"
"3","Chennai","788824","777498","2257","9069"
"4","Coimbatore","339744","336650","476","2618"
"5","Cuddalore","75741","74746","99","896"
"6","Dharmapuri","36792","36494","15","283"
"7","Dindigul","38861","38137","59","665"
"8","Erode","135992","135051","207","734"
"9","Kallakurichi","36919","36702","2","215"
"10","Kancheepuram","97911","96580","28","1303"
"11","Kanyakumari","89597","88330","182","1085"
"12","Karur","30218","29812","34","372"
"13","Krishnagiri","61971","61482","117","372"
"14","Madurai","92965","91680","49","1236"
"15","Mayiladuthurai","27326","26948","48","330"
"16","Nagapattinam","25953","25561","17","375"
"17","Namakkal","69648","69044","70","534"
"18","Nilgiris","42784","42533","25","226"
"19","Perambalur","14895","14617","29","249"
"20","Pudukottai","35193","34740","27","426"
"21","Ramanathapuram","24989","24609","12","368"
"22","Ranipet","56230","55409","34","787"
"23","Salem","131271","129374","133","1764"
"24","Sivagangai","25034","24770","45","219"
"25","Tenkasi","33850","33335","25","490"
"26","Thanjavur","93439","92366","32","1041"
"27","Theni","51811","51263","15","533"
"28","Thirupathur","36072","35423","16","633"
"29","Thiruvallur","153026","151048","38","1940"
"30","Thiruvannamalai","68251","67543","23","685"
"31","Thiruvarur","48952","48460","19","473"
"32","Thoothukudi","67099","66617","34","448"
"33","Tirunelveli","65790","65264","81","445"
"34","Tiruppur","131872","130737","83","1052"
"35","Trichy","97828","96606","61","1161"
"36","Vellore","58055","56858","34","1163"
"37","Villupuram","56207","55810","30","367"
"38","Virudhunagar","59250","58653","42","555"
"39","Airport Surveillance 
(International)","1391","1387","3","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,75,380","35,32,547","4,794","38,039"
