TT|2022-04-16 07:55:10.056100|GetSource|ERR|File Not Found
TT|2022-04-16 11:55:09.612231|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 12:16:08.353681|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 12:18:20.387157|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 12:22:11.951521|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 12:23:13.884148|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 12:27:14.419083|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 12:32:22.145721|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 12:44:14.216414|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 13:01:13.390628|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 13:02:38.981604|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 13:02:53.053747|ExtractFromHTML|OK|COMPLETED
TT|2022-04-16 19:55:10.479584|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 19:55:30.001892|ExtractFromHTML|OK|COMPLETED
TT|2022-04-16 20:55:10.567644|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 20:55:27.684456|ExtractFromHTML|OK|COMPLETED
TT|2022-04-16 21:55:10.891233|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 21:55:32.451237|ExtractFromHTML|OK|COMPLETED
TT|2022-04-16 22:55:10.039040|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 22:55:28.299490|ExtractFromHTML|OK|COMPLETED
TT|2022-04-16 23:55:10.110959|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-16 23:55:27.200885|ExtractFromHTML|OK|COMPLETED
TT|2022-04-17 07:52:27.534303|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-17 07:52:46.100634|ExtractFromHTML|OK|COMPLETED
TT|2022-04-17 07:55:10.140046|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-17 09:55:10.024475|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
