"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16867","16561","45","261"
"2","Chengalpattu","172120","168700","908","2512"
"3","Chennai","555085","545223","1304","8558"
"4","Coimbatore","247229","243574","1232","2423"
"5","Cuddalore","64152","63085","197","870"
"6","Dharmapuri","28486","28040","170","276"
"7","Dindigul","33115","32390","78","647"
"8","Erode","104573","103159","726","688"
"9","Kallakurichi","31410","31103","97","210"
"10","Kancheepuram","75089","73494","337","1258"
"11","Kanyakumari","62440","61185","205","1050"
"12","Karur","24183","23599","227","357"
"13","Krishnagiri","43631","43088","193","350"
"14","Madurai","75259","73936","147","1176"
"15","Mayiladuthurai","23292","22925","51","316"
"16","Nagapattinam","21119","20615","155","349"
"17","Namakkal","52429","51463","465","501"
"18","Nilgiris","33650","33238","199","213"
"19","Perambalur","12073","11797","32","244"
"20","Pudukottai","30215","29678","121","416"
"21","Ramanathapuram","20575","20185","31","359"
"22","Ranipet","43470","42596","99","775"
"23","Salem","100130","97847","596","1687"
"24","Sivagangai","20245","19913","125","207"
"25","Tenkasi","27371","26850","36","485"
"26","Thanjavur","75502","74072","452","978"
"27","Theni","43581","43032","28","521"
"28","Thirupathur","29324","28629","70","625"
"29","Thiruvallur","119503","117297","364","1842"
"30","Thiruvannamalai","55030","54191","171","668"
"31","Thiruvarur","41555","40854","255","446"
"32","Thoothukudi","56349","55814","126","409"
"33","Tirunelveli","49418","48853","132","433"
"34","Tiruppur","95672","93954","735","983"
"35","Trichy","77665","76190","415","1060"
"36","Vellore","49932","48610","190","1132"
"37","Villupuram","45903","45423","124","356"
"38","Virudhunagar","46310","45708","54","548"
"39","Airport Surveillance 
(International)","1028","1025","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1083","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,06,493","26,59,407","10,895","36,191"
