Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-24,DN,Dadra and Nagar Haveli,5920,3,5910,44813.0,386902,176794,563696,10681,4,10642,72410,657951,356011,1013962
2021-10-24,DN,Daman,3543,1,3514,19338.0,232322,148754,381076,10681,4,10642,72410,657951,356011,1013962
2021-10-24,DN,Diu,1218,0,1218,8259.0,38727,30463,69190,10681,4,10642,72410,657951,356011,1013962
