Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-24,AP,Anantapur,157805,1093,156641,787085.0,2597279,1470573,4067852,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Chittoor,246419,1941,243515,780322.0,2769163,1688332,4457495,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,East Godavari,293232,1290,291090,944746.0,3495247,1767342,5262589,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Foreign Evacuees,434,0,434,,,,,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Guntur,177796,1233,176010,833823.0,3154741,1734955,4889696,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Krishna,118926,1421,116663,782232.0,2896252,1684139,4580391,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Kurnool,124117,853,123238,867361.0,2494139,1217300,3711439,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Other State,2461,0,2461,,,,,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Prakasam,138379,1121,136699,697340.0,2183693,1390964,3574657,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,S.P.S. Nellore,146233,1051,144684,682964.0,2046429,1288847,3335276,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Srikakulam,122977,786,122064,670899.0,1611365,845159,2456524,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Visakhapatnam,157500,1126,156265,744983.0,2934131,1657620,4591751,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Vizianagaram,82914,671,82193,531433.0,1348644,872521,2221165,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,West Godavari,178843,1113,177434,793098.0,2464296,1632245,4096541,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
2021-10-24,AP,Y.S.R. Kadapa,115541,644,114741,671761.0,1758189,1237753,2995942,2063577,14343,2044132,29264255.0,31753568,18487750,50241318
