"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19966","19675","24","267"
"2","Chengalpattu","244414","238755","3001","2658"
"3","Chennai","773038","757024","6945","9069"
"4","Coimbatore","332728","329254","857","2617"
"5","Cuddalore","74566","73501","170","895"
"6","Dharmapuri","36321","35962","76","283"
"7","Dindigul","37671","36885","121","665"
"8","Erode","133220","132236","250","734"
"9","Kallakurichi","36684","36369","100","215"
"10","Kancheepuram","96205","94358","545","1302"
"11","Kanyakumari","87766","86254","427","1085"
"12","Karur","29866","29442","52","372"
"13","Krishnagiri","59962","59455","137","370"
"14","Madurai","91823","90325","262","1236"
"15","Mayiladuthurai","26633","26229","74","330"
"16","Nagapattinam","25560","25122","63","375"
"17","Namakkal","68339","67650","155","534"
"18","Nilgiris","42393","42092","75","226"
"19","Perambalur","14705","14358","98","249"
"20","Pudukottai","34653","34120","107","426"
"21","Ramanathapuram","24811","24367","76","368"
"22","Ranipet","54588","53518","283","787"
"23","Salem","128141","126042","337","1762"
"24","Sivagangai","24231","23839","173","219"
"25","Tenkasi","33173","32444","239","490"
"26","Thanjavur","92474","91291","143","1040"
"27","Theni","50885","50175","177","533"
"28","Thirupathur","35804","35149","22","633"
"29","Thiruvallur","150319","147317","1063","1939"
"30","Thiruvannamalai","67233","66359","189","685"
"31","Thiruvarur","48201","47624","104","473"
"32","Thoothukudi","66026","65154","424","448"
"33","Tirunelveli","64133","63082","606","445"
"34","Tiruppur","130323","129100","171","1052"
"35","Trichy","96288","94645","482","1161"
"36","Vellore","57582","56327","92","1163"
"37","Villupuram","55025","54424","235","366"
"38","Virudhunagar","57568","56681","333","554"
"39","Airport Surveillance 
(International)","1368","1351","16","1"
"40","Airport Surveillance 
(Domestic)","1143","1136","6","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,06,257","34,49,519","18,710","38,028"
