,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10766,10637,129,2023-05-05,TT,44964289,531642,44399415,2023-05-05 16:00:03.289155,927412499,2023-05-04 00:00:00,173263,2206648365,1027405438,951968597,227274330,991264,347616,353285,290363,https://www.icmr.gov.in/,3611,36,6587,1665,126,111,1902,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2340597,2325745,14733,2023-05-05,TT,44964289,531642,44399415,2023-05-05 16:00:03.289155,927412499,2023-05-04 00:00:00,173263,2206648365,1027405438,951968597,227274330,110956965,44704272,47578738,18673955,https://www.icmr.gov.in/,3611,36,6587,1665,126,111,1902,0,3,2,5,12,19,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66953,66618,296,2023-05-05,TT,44964289,531642,44399415,2023-05-05 16:00:03.289155,927412499,2023-05-04 00:00:00,173263,2206648365,1027405438,951968597,227274330,1924584,961348,821819,141417,https://www.icmr.gov.in/,3611,36,6587,1665,126,111,1902,0,0,0,0,8,6,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746122,738080,8035,2023-05-05,TT,44964289,531642,44399415,2023-05-05 16:00:03.289155,927412499,2023-05-04 00:00:00,173263,2206648365,1027405438,951968597,227274330,50335776,24813012,22150253,3372511,https://www.icmr.gov.in/,3611,36,6587,1665,126,111,1902,0,0,0,0,0,0,0,,,1332900000,Assam,34293000
4,Bihar,854490,841528,12312,2023-05-05,TT,44964289,531642,44399415,2023-05-05 16:00:03.289155,927412499,2023-05-04 00:00:00,173263,2206648365,1027405438,951968597,227274330,157285549,73485073,67912077,15888399,https://www.icmr.gov.in/,3611,36,6587,1665,126,111,1902,0,1,115,116,85,192,0,,,1332900000,Bihar,119520000
5,Chandigarh,100590,99251,1185,2023-05-05,TT,44964289,531642,44399415,2023-05-05 16:00:03.289155,927412499,2023-05-04 00:00:00,173263,2206648365,1027405438,951968597,227274330,2291086,1185662,991021,114403,https://www.icmr.gov.in/,3611,36,6587,1665,126,111,1902,0,0,6,6,9,39,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1186659,1171033,14181,2023-05-05,TT,44964289,531642,44399415,2023-05-05 16:00:03.289155,927412499,2023-05-04 00:00:00,173263,2206648365,1027405438,951968597,227274330,49167711,21267742,20343698,7556271,https://www.icmr.gov.in/,3611,36,6587,1665,126,111,1902,5,1,0,6,159,395,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,2023-05-05,TT,44964289,531642,44399415,2023-05-05 16:00:03.289155,927412499,2023-05-04 00:00:00,173263,2206648365,1027405438,951968597,227274330,1579868,782348,636961,160559,https://www.icmr.gov.in/,3611,36,6587,1665,126,111,1902,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2039741,2011451,26637,2023-05-05,TT,44964289,531642,44399415,2023-05-05 16:00:03.289155,927412499,2023-05-04 00:00:00,173263,2206648365,1027405438,951968597,227274330,37407178,18297052,15716984,3393142,https://www.icmr.gov.in/,3611,36,6587,1665,126,111,1902,1,5,6,12,199,514,3,,,1332900000,Delhi,19814000
9,Goa,262560,258275,4014,2023-05-05,TT,44964289,531642,44399415,2023-05-05 16:00:03.289155,927412499,2023-05-04 00:00:00,173263,2206648365,1027405438,951968597,227274330,2874475,1440045,1295735,138695,https://www.icmr.gov.in/,3611,36,6587,1665,126,111,1902,0,0,0,0,39,58,0,,,1332900000,Goa,1540000
