TT|2022-06-06 07:55:11.608837|GetSource|ERR|File Not Found
TT|2022-06-06 09:55:11.133244|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-06 09:59:39.357326|ExtractFromHTML|OK|COMPLETED
TT|2022-06-06 11:55:10.231471|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-06 11:55:38.365734|ExtractFromHTML|OK|COMPLETED
TT|2022-06-06 19:55:09.795812|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-06 19:55:36.730197|ExtractFromHTML|OK|COMPLETED
TT|2022-06-06 20:55:10.530972|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-06 20:55:58.113511|ExtractFromHTML|OK|COMPLETED
TT|2022-06-06 21:55:09.672625|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-06 21:55:24.155530|ExtractFromHTML|OK|COMPLETED
TT|2022-06-06 22:55:10.982887|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-06 22:55:28.320860|ExtractFromHTML|OK|COMPLETED
