"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","7","0","0","0","1912","1891","14"
"East Jaintia Hills","3","0","0","0","2446","2411","32"
"East Khasi Hills","115","7","6","0","41869","40751","1003"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","1","0","0","0","9733","9642","90"
"South Garo Hills","0","0","0","0","1218","1206","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","8","1","0","0","9087","9006","73"
"West Jaintia Hills","1","0","0","0","6823","6686","136"
"West Khasi Hills","5","0","0","0","5520","5441","74"
"Total","140","8","6","0","84715","83098","1477"
