"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235407","232689","60","2658"
"3","Chennai","750981","741752","161","9068"
"4","Coimbatore","329914","327262","35","2617"
"5","Cuddalore","74248","73345","8","895"
"6","Dharmapuri","36192","35908","1","283"
"7","Dindigul","37477","36809","3","665"
"8","Erode","132667","131927","6","734"
"9","Kallakurichi","36521","36306","0","215"
"10","Kancheepuram","94386","93066","18","1302"
"11","Kanyakumari","86214","85118","11","1085"
"12","Karur","29752","29380","0","372"
"13","Krishnagiri","59627","59255","2","370"
"14  Madurai","","91029","89792","1","1236"
"15  Mayiladuthurai","","26496","26166","0","330"
"16","Nagapattinam","25441","25065","1","375"
"17","Namakkal","68003","67464","5","534"
"18","Nilgiris","42121","41882","13","226"
"19","Perambalur","14461","14212","0","249"
"20","Pudukottai","34465","34037","2","426"
"21","Ramanathapuram","24674","24304","2","368"
"22","Ranipet","53918","53126","5","787"
"23","Salem","127365","125594","9","1762"
"24","Sivagangai","23825","23599","7","219"
"25","Tenkasi","32744","32254","0","490"
"26","Thanjavur","92142","91085","18","1039"
"27","Theni","50599","50065","1","533"
"28","Thirupathur","35734","35099","2","633"
"29","Thiruvallur","147442","145484","19","1939"
"30","Thiruvannamalai","66809","66121","3","685"
"31","Thiruvarur","48010","47538","0","472"
"32","Thoothukudi","64950","64499","3","448"
"33","Tirunelveli","62763","62316","2","445"
"34","Tiruppur","129926","128863","11","1052"
"35","Trichy","94942","93771","10","1161"
"36","Vellore","57290","56114","13","1163"
"37","Villupuram","54581","54214","1","366"
"38","Virudhunagar","56833","56272","7","554"
"39","Airport Surveillance 
(International)","1248","1241","6","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,52,612","34,14,141","446","38,025"
