"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20191","19910","14","267"
"2","Chengalpattu","250846","247822","366","2658"
"3","Chennai","786490","774993","2428","9069"
"4","Coimbatore","338061","334824","619","2618"
"5","Cuddalore","75470","74457","118","895"
"6","Dharmapuri","36692","36348","61","283"
"7","Dindigul","38618","37881","72","665"
"8","Erode","135236","134190","312","734"
"9","Kallakurichi","36895","36678","2","215"
"10","Kancheepuram","97638","96292","44","1302"
"11","Kanyakumari","89021","87782","154","1085"
"12","Karur","30132","29724","36","372"
"13","Krishnagiri","61408","60785","252","371"
"14","Madurai","92792","91467","89","1236"
"15","Mayiladuthurai","27178","26760","88","330"
"16","Nagapattinam","25873","25467","31","375"
"17","Namakkal","69343","68700","109","534"
"18","Nilgiris","42698","42449","23","226"
"19","Perambalur","14879","14594","36","249"
"20","Pudukottai","35121","34675","20","426"
"21","Ramanathapuram","24966","24586","12","368"
"22","Ranipet","55888","55072","29","787"
"23","Salem","130515","128508","245","1762"
"24","Sivagangai","24898","24628","51","219"
"25","Tenkasi","33786","33267","29","490"
"26","Thanjavur","93317","92188","89","1040"
"27","Theni","51748","51191","24","533"
"28","Thirupathur","35970","35301","36","633"
"29","Thiruvallur","152656","150632","84","1940"
"30","Thiruvannamalai","68036","67313","38","685"
"31","Thiruvarur","48866","48348","45","473"
"32","Thoothukudi","66983","66495","40","448"
"33","Tirunelveli","65551","65011","95","445"
"34","Tiruppur","131411","130214","145","1052"
"35","Trichy","97562","96291","110","1161"
"36","Vellore","57920","56711","46","1163"
"37","Villupuram","55992","55582","43","367"
"38","Virudhunagar","59096","58496","45","555"
"39","Airport Surveillance 
(International)","1387","1384","2","1"
"40","Airport Surveillance 
(Domestic)","1161","1155","5","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,62,719","35,18,599","6,087","38,033"
