"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16932","16653","15","264"
"2","Chengalpattu","174257","171099","621","2537"
"3","Chennai","558997","549140","1235","8622"
"4","Coimbatore","251167","247442","1247","2478"
"5","Cuddalore","64447","63502","72","873"
"6","Dharmapuri","28869","28494","96","279"
"7","Dindigul","33269","32568","50","651"
"8","Erode","106758","105348","711","699"
"9","Kallakurichi","31578","31337","31","210"
"10","Kancheepuram","75761","74264","232","1265"
"11","Kanyakumari","62861","61693","109","1059"
"12","Karur","24730","24204","163","363"
"13","Krishnagiri","43920","43456","110","354"
"14","Madurai","75572","74304","83","1185"
"15","Mayiladuthurai","23395","23049","28","318"
"16","Nagapattinam","21372","20949","66","357"
"17","Namakkal","53839","52864","464","511"
"18","Nilgiris","34186","33820","150","216"
"19","Perambalur","12110","11855","10","245"
"20","Pudukottai","30344","29901","24","419"
"21","Ramanathapuram","20641","20264","18","359"
"22","Ranipet","43606","42775","53","778"
"23","Salem","101689","99470","505","1714"
"24","Sivagangai","20432","20160","62","210"
"25","Tenkasi","27397","26905","6","486"
"26","Thanjavur","76201","75057","146","998"
"27","Theni","43612","43082","9","521"
"28","Thirupathur","29413","28756","30","627"
"29","Thiruvallur","120417","118264","303","1850"
"30","Thiruvannamalai","55235","54510","54","671"
"31","Thiruvarur","41925","41383","82","460"
"32","Thoothukudi","56524","56074","39","411"
"33","Tirunelveli","49686","49192","60","434"
"34","Tiruppur","97626","95985","640","1001"
"35","Trichy","78599","77302","212","1085"
"36","Vellore","50286","48994","151","1141"
"37","Villupuram","46043","45644","41","358"
"38","Virudhunagar","46406","45842","15","549"
"39","Airport Surveillance 
(International)","1033","1029","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,32,648","26,88,142","7,946","36,560"
