"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","257","151","58353","4","4500","62847","235"
"Bageshwar","101","203","33586","0","2087","35669","90"
"Chamoli","251","135","43521","0","3195","46714","267"
"Champawat","298","163","53538","0","1902","55437","151"
"Dehradun","1161","1242","342873","12","32804","375542","569"
"Haridwar","599","514","295856","15","12997","308823","451"
"Nainital","363","382","71298","0","11295","82523","298"
"Pauri Garhwal","277","152","85377","0","5259","90629","95"
"Pithoragarh","211","527","36964","1","2557","39509","55"
"Rudraprayag","106","82","24872","1","2699","27571","87"
"Tehri Garhwal","120","205","29955","0","2349","32297","140"
"US Nagar","610","848","126711","1","8779","135466","281"
"Uttarkashi","225","149","33061","0","1636","34695","387"
"Total","4579","4753","1235965","34","92059","1327722","3106"
