"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","4","1","0","2066","18","6","0"
"East Jaintia Hills","2","0","0","2643","39","13","0"
"East Khasi Hills","25","21","0","47560","1076","118","27"
"Eastern West Khasi Hills","0","1","0","151","8","6","0"
"North Garo Hills","0","1","0","1905","9","13","0"
"Ri-Bhoi","7","8","0","10480","101","39","1"
"South Garo Hills","10","5","0","1386","13","31","5"
"South West Garo Hills","6","5","0","2175","21","46","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","42","27","0","11412","83","421","9"
"West Jaintia Hills","5","4","0","7240","139","26","4"
"West Khasi Hills","0","1","0","5667","78","5","0"
"Total","101","74","0","95386","1605","724","46"
