"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2049","17","0","0"
"East Jaintia Hills","0","0","0","2626","38","0","0"
"East Khasi Hills","0","1","0","47098","1075","2","0"
"Eastern West Khasi Hills","0","0","0","141","8","0","0"
"North Garo Hills","0","0","0","1881","9","0","0"
"Ri-Bhoi","0","0","0","10325","98","2","0"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","0","0","0","2094","20","0","0"
"South West Khasi Hills","0","0","0","2698","20","0","0"
"West Garo Hills","0","0","0","10725","80","0","0"
"West Jaintia Hills","0","0","0","7192","139","0","0"
"West Khasi Hills","0","0","0","5654","76","0","0"
"Total","0","1","0","93826","1593","4","0"
