"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","18755","17344","1146","265"
"2","Chengalpattu","217757","198571","16589","2597"
"3","Chennai","710113","653126","48111","8876"
"4","Coimbatore","298929","269342","27037","2550"
"5","Cuddalore","70904","66674","3347","883"
"6","Dharmapuri","33346","30318","2747","281"
"7","Dindigul","35568","33673","1241","654"
"8","Erode","121136","112680","7734","722"
"9","Kallakurichi","34797","32966","1620","211"
"10","Kancheepuram","89085","82894","4908","1283"
"11","Kanyakumari","78424","68956","8392","1076"
"12","Karur","27513","25653","1490","370"
"13","Krishnagiri","53838","47726","5748","364"
"14","Madurai","87118","81011","4901","1206"
"15","Mayiladuthurai","25343","23865","1157","321"
"16","Nagapattinam","23770","22050","1356","364"
"17","Namakkal","62018","57237","4257","524"
"18","Nilgiris","39196","36687","2286","223"
"19","Perambalur","13917","12902","767","248"
"20","Pudukottai","32640","30922","1295","423"
"21","Ramanathapuram","23396","21748","1283","365"
"22","Ranipet","50550","46748","3018","784"
"23","Salem","115616","106867","7011","1738"
"24","Sivagangai","22461","21343","904","214"
"25","Tenkasi","30820","28228","2104","488"
"26","Thanjavur","86778","79244","6513","1021"
"27","Theni","48671","45208","2936","527"
"28","Thirupathur","33758","30919","2210","629"
"29","Thiruvallur","140268","131290","7077","1901"
"30","Thiruvannamalai","62826","58312","3836","678"
"31","Thiruvarur","45179","42961","1753","465"
"32","Thoothukudi","62825","59943","2448","434"
"33","Tirunelveli","59080","54308","4331","441"
"34","Tiruppur","113980","104025","8918","1037"
"35","Trichy","89541","83495","4924","1122"
"36","Vellore","56161","53326","1677","1158"
"37","Villupuram","51424","48062","3000","362"
"38","Virudhunagar","53991","49835","3604","552"
"39","Airport Surveillance 
(International)","1212","1196","15","1"
"40","Airport Surveillance 
(Domestic)","1104","1102","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","32,24,236","29,73,185","2,13,692","37,359"
