"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","10","11","66267","0","4548","70809","1"
"Bageshwar","12","19","36348","1","2096","38440","1"
"Chamoli","25","10","50065","2","3231","53294","2"
"Champawat","0","1","62739","0","1915","64651","0"
"Dehradun","401","411","382939","33","33830","416634","58"
"Haridwar","210","184","312786","2","13261","326017","34"
"Nainital","152","129","93203","7","11464","104597","17"
"Pauri Garhwal","213","195","98231","2","5299","103523","35"
"Pithoragarh","47","47","43059","0","2565","45612","5"
"Rudraprayag","15","5","28178","0","2716","30894","1"
"Tehri Garhwal","87","60","39689","0","2398","42080","6"
"US Nagar","401","237","142330","2","8858","151164","52"
"Uttarkashi","105","21","43396","1","1703","45097","9"
"Total","1678","1330","1399230","50","93884","1492812","221"
