"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20251","19967","17","267"
"2","Chengalpattu","252681","249610","411","2660"
"3","Chennai","790605","779171","2364","9070"
"4","Coimbatore","340426","337468","340","2618"
"5","Cuddalore","75835","74859","80","896"
"6","Dharmapuri","36831","36525","23","283"
"7","Dindigul","39048","38298","85","665"
"8","Erode","136294","135378","182","734"
"9","Kallakurichi","36937","36717","5","215"
"10","Kancheepuram","98119","96770","46","1303"
"11","Kanyakumari","90055","88749","220","1086"
"12","Karur","30261","29865","24","372"
"13","Krishnagiri","62284","61726","186","372"
"14","Madurai","93116","91811","69","1236"
"15","Mayiladuthurai","27397","27011","56","330"
"16","Nagapattinam","25999","25602","22","375"
"17","Namakkal","69746","69151","61","534"
"18","Nilgiris","42871","42601","44","226"
"19","Perambalur","14919","14632","38","249"
"20","Pudukottai","35251","34795","30","426"
"21","Ramanathapuram","25004","24620","15","369"
"22","Ranipet","56496","55646","63","787"
"23","Salem","131606","129692","150","1764"
"24","Sivagangai","25130","24864","47","219"
"25","Tenkasi","33926","33384","52","490"
"26","Thanjavur","93528","92435","52","1041"
"27","Theni","51846","51293","20","533"
"28","Thirupathur","36088","35447","8","633"
"29","Thiruvallur","153365","151332","91","1942"
"30","Thiruvannamalai","68361","67639","37","685"
"31","Thiruvarur","48971","48486","12","473"
"32","Thoothukudi","67253","66731","74","448"
"33","Tirunelveli","66016","65458","113","445"
"34","Tiruppur","132117","130965","99","1053"
"35","Trichy","98070","96809","100","1161"
"36","Vellore","58111","56909","39","1163"
"37","Villupuram","56315","55897","51","367"
"38","Virudhunagar","59495","58803","137","555"
"39","Airport Surveillance 
(International)","1395","1391","3","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,83,613","35,40,100","5,466","38,047"
