"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16897","16600","35","262"
"2","Chengalpattu","172827","169495","811","2521"
"3","Chennai","556296","546477","1245","8574"
"4","Coimbatore","248302","244696","1169","2437"
"5","Cuddalore","64283","63259","154","870"
"6","Dharmapuri","28635","28190","167","278"
"7","Dindigul","33154","32454","51","649"
"8","Erode","105202","103726","784","692"
"9","Kallakurichi","31493","31172","111","210"
"10","Kancheepuram","75301","73752","288","1261"
"11","Kanyakumari","62608","61362","195","1051"
"12","Karur","24356","23791","205","360"
"13","Krishnagiri","43723","43243","130","350"
"14","Madurai","75359","74052","128","1179"
"15","Mayiladuthurai","23324","22974","34","316"
"16","Nagapattinam","21201","20753","96","352"
"17","Namakkal","52823","51856","464","503"
"18","Nilgiris","33809","33404","192","213"
"19","Perambalur","12089","11825","20","244"
"20","Pudukottai","30268","29783","68","417"
"21","Ramanathapuram","20594","20216","19","359"
"22","Ranipet","43503","42680","48","775"
"23","Salem","100620","98360","569","1691"
"24","Sivagangai","20318","20016","94","208"
"25","Tenkasi","27379","26868","26","485"
"26","Thanjavur","75787","74453","351","983"
"27","Theni","43589","43055","13","521"
"28","Thirupathur","29355","28692","37","626"
"29","Thiruvallur","119803","117622","338","1843"
"30","Thiruvannamalai","55093","54329","96","668"
"31","Thiruvarur","41704","41058","195","451"
"32","Thoothukudi","56425","55927","89","409"
"33","Tirunelveli","49527","48978","116","433"
"34","Tiruppur","96267","94647","634","986"
"35","Trichy","78031","76592","372","1067"
"36","Vellore","50028","48758","136","1134"
"37","Villupuram","45956","45522","78","356"
"38","Virudhunagar","46359","45756","55","548"
"39","Airport Surveillance 
(International)","1029","1025","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,14,830","26,68,930","9,616","36,284"
