"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","6","0","0","0","1918","1897","15"
"East Jaintia Hills","2","1","0","0","2448","2414","32"
"East Khasi Hills","55","4","13","0","41902","40841","1006"
"North Garo Hills","1","0","0","0","1686","1677","8"
"Ri-Bhoi","7","0","0","0","9740","9643","90"
"South Garo Hills","0","0","0","0","1218","1206","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","1","0","0","0","2550","2532","17"
"West Garo Hills","4","0","1","0","9089","9012","73"
"West Jaintia Hills","1","0","1","0","6824","6687","136"
"West Khasi Hills","0","0","0","0","5520","5446","74"
"Total","77","5","15","0","84768","83210","1481"
