District,Recovered,Deceased,Active
गौतम बिु नगर,98129,490,51
गाज़ियाबाद,84406,473,26
लखनऊ,293993,2694,23
लखीमपरु-खीरी,30010,300,15
प्रयागराज,87358,1114,15
बाराबकंी,23691,225,14
अम्बडेकर नगर,5953,167,11
अमरोहा,19285,207,11
फरु्रखाबाद,11877,197,10
मरेठ,88072,931,10
कुशीनगर,16229,235,8
गोरखपरु,65954,866,7
िाराणसी,97566,988,6
इटावा,15775,296,5
हरदोई,17275,370,5
लललतपरु,14750,134,5
महाराजगजं,14715,146,5
राय बरेली,21325,348,5
हाथरस,3716,43,4
सलु्तानपरु,16864,144,4
हमीरपरु,6067,102,3
लसद्धाथ ुनगर,11524,102,3
आगरा,35708,465,2
अमठेी,11514,145,2
आजमगढ़,19438,235,2
बागपत,11062,143,2
बललया,22516,246,2
बलुदंशहर,26331,253,2
चित्रकूट,7767,79,2
गोंडा,14137,285,2
जौनपरु,24372,244,2
झासी,43890,675,2
कन्नौज,10827,126,2
मरुादाबाद,46071,368,2
प्रतापगढ़,16745,163,2
रामपरु,14608,153,2
सहारनपरु,38370,428,2
सीतापरु,15761,187,2
अलीगढ,25477,113,1
औरैय्या,10785,211,1
बादा,12058,166,1
फतहेपरु,8294,141,1
हापड़ु,15192,224,1
