,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2022-03-08,RJ,Ajmer,,,,49686,446,49203,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
1,2022-03-08,RJ,Alwar,,,,84383,320,84031,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
2,2022-03-08,RJ,Banswara,,,,14717,106,14572,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
3,2022-03-08,RJ,Baran,,,,15236,64,15156,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
4,2022-03-08,RJ,Barmer,,,,21449,205,21216,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
5,2022-03-08,RJ,Bharatpur,,,,31397,272,31111,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
6,2022-03-08,RJ,Bhilwara,,,,38170,162,37998,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
7,2022-03-08,RJ,Bikaner,,,,49860,584,49219,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
8,2022-03-08,RJ,BSF Camp,,,,,,,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
9,2022-03-08,RJ,Bundi,,,,9715,55,9660,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
10,2022-03-08,RJ,Chittorgarh,,,,29361,140,29202,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
11,2022-03-08,RJ,Churu,,,,20786,114,20609,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
12,2022-03-08,RJ,Dausa,,,,15768,80,15682,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
13,2022-03-08,RJ,Dholpur,,,,13745,49,13682,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
14,2022-03-08,RJ,Dungarpur,,,,25497,134,25360,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
15,2022-03-08,RJ,Evacuees,,,,,,,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
16,2022-03-08,RJ,Ganganagar,,,,28113,158,27907,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
17,2022-03-08,RJ,Hanumangarh,,,,22455,114,22291,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
18,2022-03-08,RJ,Italians,,,,,,,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
19,2022-03-08,RJ,Jaipur,,,,273793,2109,270945,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
20,2022-03-08,RJ,Jaisalmer,,,,17036,68,16957,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
21,2022-03-08,RJ,Jalore,,,,10537,78,10446,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
22,2022-03-08,RJ,Jhalawar,,,,17691,207,17476,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
23,2022-03-08,RJ,Jhunjhunu,,,,19154,181,18949,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
24,2022-03-08,RJ,Jodhpur,,,,140885,1163,139617,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
25,2022-03-08,RJ,Karauli,,,,8963,84,8875,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
26,2022-03-08,RJ,Kota,,,,70063,477,69576,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
27,2022-03-08,RJ,Nagaur,,,,23601,199,23373,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
28,2022-03-08,RJ,Other State,,,,,,,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
29,2022-03-08,RJ,Pali,,,,35843,298,35543,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
30,2022-03-08,RJ,Pratapgarh,,,,11867,65,11788,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
31,2022-03-08,RJ,Rajsamand,,,,22995,177,22754,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
32,2022-03-08,RJ,Sawai Madhopur,,,,15785,66,15702,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
33,2022-03-08,RJ,Sikar,,,,38033,366,37633,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
34,2022-03-08,RJ,Sirohi,,,,17200,88,17103,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
35,2022-03-08,RJ,Tonk,,,,13294,102,13181,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
36,2022-03-08,RJ,Udaipur,,,,74199,775,73405,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
37,2022-03-08,RJ,Unknown,,,,0,0,0,,2022-03-09 13:27:31.430386,,,,1281614,9545,1270520,19121143
