"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","1","3","60003","0","4508","64505","5"
"Bageshwar","0","1","33906","0","2088","35990","0"
"Chamoli","38","177","44854","0","3196","48048","2"
"Champawat","75","2","56274","0","1907","58178","18"
"Dehradun","260","459","348939","3","32832","381636","21"
"Haridwar","72","123","298948","4","13053","311971","7"
"Nainital","25","26","73286","0","11304","84520","3"
"Pauri Garhwal","115","129","87762","0","5265","93020","7"
"Pithoragarh","1","6","38026","0","2558","40572","12"
"Rudraprayag","0","47","25489","0","2700","28189","0"
"Tehri Garhwal","0","23","31273","0","2350","33616","0"
"US Nagar","50","87","129887","0","8780","138643","5"
"Uttarkashi","18","252","35028","0","1637","36663","2"
"Total","655","1335","1263675","7","92178","1355551","82"
