"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","109","354","226383","1","12218","238601","452"
"Bageshwar","102","256","200637","0","5764","206401","449"
"Chamoli","449","242","277893","1","12246","290139","1243"
"Champawat","519","854","230387","0","7605","237992","1077"
"Dehradun","1778","1710","1850148","19","112504","1962652","583"
"Haridwar","2411","2529","2063513","2","51530","2115043","520"
"Nainital","520","1099","529460","0","39250","568710","316"
"Pauri Garhwal","321","348","376640","0","17690","394330","907"
"Pithoragarh","277","480","210530","0","10263","220793","336"
"Rudraprayag","113","190","187028","0","8801","195829","401"
"Tehri Garhwal","108","183","292792","0","15838","308630","522"
"US Nagar","613","702","886578","2","37880","924458","843"
"Uttarkashi","263","110","330679","0","12559","343238","803"
"Total","7583","9057","7662668","25","344148","8006816","8452"
