,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10058,9924,129,2022-06-15,TT,43245517,524792,42667088,2022-06-15 12:06:54.524332,855871030,2022-06-14 00:00:00,440278,1953971512,1013954852,901779150,38237510,710635,343484,340755,26396,https://www.icmr.gov.in/,8822,15,5718,365976,985933,176270,1528179,28,71,152,251,1,1,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2320172,2305277,14731,2022-06-15,TT,43245517,524792,42667088,2022-06-15 12:06:54.524332,855871030,2022-06-14 00:00:00,440278,1953971512,1013954852,901779150,38237510,96267054,44627447,47476770,4162837,https://www.icmr.gov.in/,8822,15,5718,365976,985933,176270,1528179,619,5649,76784,83052,33,16,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64510,64212,296,2022-06-15,TT,43245517,524792,42667088,2022-06-15 12:06:54.524332,855871030,2022-06-14 00:00:00,440278,1953971512,1013954852,901779150,38237510,1722169,917210,770122,34837,https://www.icmr.gov.in/,8822,15,5718,365976,985933,176270,1528179,741,784,348,1873,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724267,716246,7988,2022-06-15,TT,43245517,524792,42667088,2022-06-15 12:06:54.524332,855871030,2022-06-14 00:00:00,440278,1953971512,1013954852,901779150,38237510,46097668,24454264,21076861,566543,https://www.icmr.gov.in/,8822,15,5718,365976,985933,176270,1528179,26795,42563,11476,80834,10,0,0,,,1332900000,Assam,34293000
4,Bihar,830991,818599,12256,2022-06-15,TT,43245517,524792,42667088,2022-06-15 12:06:54.524332,855871030,2022-06-14 00:00:00,440278,1953971512,1013954852,901779150,38237510,134033340,70951271,60744724,2337345,https://www.icmr.gov.in/,8822,15,5718,365976,985933,176270,1528179,18071,58306,52128,128505,26,17,0,,,1332900000,Bihar,119520000
5,Chandigarh,92808,91405,1165,2022-06-15,TT,43245517,524792,42667088,2022-06-15 12:06:54.524332,855871030,2022-06-14 00:00:00,440278,1953971512,1013954852,901779150,38237510,2188404,1176867,961175,50362,https://www.icmr.gov.in/,8822,15,5718,365976,985933,176270,1528179,94,363,206,663,48,19,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1152717,1138487,14035,2022-06-15,TT,43245517,524792,42667088,2022-06-15 12:06:54.524332,855871030,2022-06-14 00:00:00,440278,1953971512,1013954852,901779150,38237510,39743291,20695851,18458378,589062,https://www.icmr.gov.in/,8822,15,5718,365976,985933,176270,1528179,1008,4028,3056,8092,38,10,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,2022-06-15,TT,43245517,524792,42667088,2022-06-15 12:06:54.524332,855871030,2022-06-14 00:00:00,440278,1953971512,1013954852,901779150,38237510,1417522,776900,622590,18032,https://www.icmr.gov.in/,8822,15,5718,365976,985933,176270,1528179,23,51,1458,1532,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1914530,1885130,26223,2022-06-15,TT,43245517,524792,42667088,2022-06-15 12:06:54.524332,855871030,2022-06-14 00:00:00,440278,1953971512,1013954852,901779150,38237510,34587423,18090029,15191955,1305439,https://www.icmr.gov.in/,8822,15,5718,365976,985933,176270,1528179,2526,7389,14542,24457,1118,500,2,,,1332900000,Delhi,19814000
9,Goa,246612,242230,3833,2022-06-15,TT,43245517,524792,42667088,2022-06-15 12:06:54.524332,855871030,2022-06-14 00:00:00,440278,1953971512,1013954852,901779150,38237510,2774596,1434065,1281713,58818,https://www.icmr.gov.in/,8822,15,5718,365976,985933,176270,1528179,86,239,342,667,104,30,0,,,1332900000,Goa,1540000
