"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16918","16635","19","264"
"2","Chengalpattu","173610","170428","649","2533"
"3","Chennai","557724","547913","1207","8604"
"4","Coimbatore","249854","246142","1251","2461"
"5","Cuddalore","64379","63421","86","872"
"6","Dharmapuri","28774","28376","120","278"
"7","Dindigul","33218","32513","55","650"
"8","Erode","106120","104595","829","696"
"9","Kallakurichi","31550","31287","53","210"
"10","Kancheepuram","75539","74079","197","1263"
"11","Kanyakumari","62750","61572","122","1056"
"12","Karur","24574","24026","186","362"
"13","Krishnagiri","43813","43375","85","353"
"14","Madurai","75498","74193","122","1183"
"15","Mayiladuthurai","23368","23019","31","318"
"16","Nagapattinam","21310","20858","97","355"
"17","Namakkal","53357","52414","437","506"
"18","Nilgiris","34047","33636","197","214"
"19","Perambalur","12102","11846","12","244"
"20","Pudukottai","30323","29861","44","418"
"21","Ramanathapuram","20624","20237","28","359"
"22","Ranipet","43540","42735","30","775"
"23","Salem","101200","99011","488","1701"
"24","Sivagangai","20377","20110","58","209"
"25","Tenkasi","27391","26895","10","486"
"26","Thanjavur","76052","74814","245","993"
"27","Theni","43604","43070","13","521"
"28","Thirupathur","29386","28737","22","627"
"29","Thiruvallur","120129","118011","271","1847"
"30","Thiruvannamalai","55172","54441","61","670"
"31","Thiruvarur","41848","41267","123","458"
"32","Thoothukudi","56484","56028","46","410"
"33","Tirunelveli","49630","49100","97","433"
"34","Tiruppur","96984","95389","598","997"
"35","Trichy","78389","77016","293","1080"
"36","Vellore","50152","48884","127","1141"
"37","Villupuram","46006","45607","42","357"
"38","Virudhunagar","46391","45815","28","548"
"39","Airport Surveillance 
(International)","1031","1027","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,24,731","26,79,895","8,382","36,454"
