"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","2","40761","8","40373","20","0","368","0"
"","2","Ballari","15","115815","6","113920","128","0","1765","2"
"","3","Belagavi","12","100429","15","99279","144","0","1004","2"
"","4","Bengaluru Rural","19","79546","35","78536","103","0","907","0"
"","5","Bengaluru urban","1198","1829306","1241","1804828","7504","0","16973","1"
"","6","Bidar","4","29893","4","29441","28","0","420","4"
"","7","Chamarajanagara","5","43666","9","43106","25","0","524","11"
"","8","Chikkaballapura","4","55677","3","55186","29","0","461","1"
"","9","Chikkamagaluru","0","57328","3","56912","9","0","407","0"
"","10","Chitradurga","0","46409","2","46165","5","0","239","0"
"","11","Dakshina 
Kannada","12","136157","11","134218","87","0","1842","10"
"","12","Davanagere","4","57595","2","56953","19","0","623","0"
"","13","Dharwada","17","84541","5","83043","104","1","1387","7"
"","14","Gadag","0","30603","2","30260","6","0","337","0"
"","15","Hassana","0","144018","1","142662","47","0","1307","2"
"","16","Haveri","0","26878","1","26197","12","0","669","0"
"","17","Kalaburagi","7","76767","15","75815","70","0","882","0"
"","18","Kodagu","7","49320","4","48917","50","0","352","1"
"","19","Kolara","8","63227","16","62545","17","0","665","0"
"","20","Koppala","0","41309","4","40764","7","0","538","0"
"","21  Mandya","","5","101592","7","100840","41","0","711","0"
"","22  Mysuru","","53","230235","37","227506","169","0","2560","0"
"","23","Raichuru","3","45494","0","45111","18","0","365","0"
"","24","Ramanagara","0","29857","0","29506","4","0","347","0"
"","25","Shivamogga","9","83458","5","82290","38","0","1129","1"
"","26","Tumakuru","18","160035","8","158751","66","0","1218","0"
"","27","Udupi","3","95837","11","95253","38","0","546","0"
"","28","Uttara Kannada","7","71327","4","70476","41","0","810","0"
"","29","Vijayapura","12","41052","0","40503","28","0","521","0"
"","30","Yadagiri","1","29974","0","29758","4","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1425","3998142","1459","3949147","8861","1","40092","42"
"*
  
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 26-07-2022 
Page 5 of 10","","","","","","","","","",""
