"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4513","4127","1","4","381"
"Bageshwar","2088","2001","1","0","86"
"Chamoli","3200","3088","3","3","106"
"Champawat","1910","1888","1","1","20"
"Dehradun","32939","32345","54","174","366"
"Haridwar","13094","12815","20","25","234"
"Nainital","11317","11244","6","29","38"
"Pauri Garhwal","5266","4279","1","18","968"
"Pithoragarh","2559","2420","0","4","135"
"Rudraprayag","2702","2574","0","2","126"
"Tehri Garhwal","2352","2021","0","5","326"
"U.S. Nagar","8786","8510","2","5","269"
"Uttarkashi","1639","1466","0","5","168"
"Total","92365","88778","89","275","3223"
