"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19818","19258","293","267"
"2","Chengalpattu","233497","226623","4224","2650"
"3","Chennai","746398","730063","7293","9042"
"4","Coimbatore","326961","317867","6492","2602"
"5","Cuddalore","73970","72336","742","892"
"6","Dharmapuri","36013","35208","522","283"
"7","Dindigul","37375","36331","381","663"
"8","Erode","131830","128696","2404","730"
"9","Kallakurichi","36445","35856","375","214"
"10","Kancheepuram","93982","91488","1192","1302"
"11","Kanyakumari","85812","83115","1614","1083"
"12","Karur","29593","28773","448","372"
"13","Krishnagiri","59369","57892","1107","370"
"14","Madurai","90828","88885","711","1232"
"15","Mayiladuthurai","26438","25929","182","327"
"16","Nagapattinam","25313","24509","432","372"
"17","Namakkal","67572","65586","1453","533"
"18","Nilgiris","41610","40671","714","225"
"19","Perambalur","14429","14038","142","249"
"20","Pudukottai","34331","33469","438","424"
"21","Ramanathapuram","24595","23907","322","366"
"22","Ranipet","53770","52276","708","786"
"23","Salem","126665","122631","2279","1755"
"24","Sivagangai","23632","23040","374","218"
"25","Tenkasi","32684","31961","233","490"
"26","Thanjavur","91805","89760","1009","1036"
"27","Theni","50543","49632","379","532"
"28","Thirupathur","35677","34656","389","632"
"29","Thiruvallur","146714","142678","2106","1930"
"30","Thiruvannamalai","66561","65201","677","683"
"31","Thiruvarur","47823","46558","797","468"
"32","Thoothukudi","64798","64004","349","445"
"33","Tirunelveli","62587","61433","710","444"
"34","Tiruppur","129135","124886","3200","1049"
"35","Trichy","94490","91759","1577","1154"
"36","Vellore","57062","55597","303","1162"
"37","Villupuram","54390","53473","551","366"
"38","Virudhunagar","56679","55624","501","554"
"39","Airport Surveillance 
(International)","1240","1219","20","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,33,966","33,48,419","47,643","37,904"
