"","COVID-19 STATUS AS ON 23/07/2022","","","","","","","","","","","","","",""
"SNo.","District","Positive Cases","","","","","","","","","","Active","","","Deaths"
"","","TODAY","","","","","","","Cumulative","","","","","Recovered",""
"","","Local","","Non-Local","","Total","","Grand 
Total","","","","","","",""
"","","Travelers","Others","Travelers","Others","Travelers","Others","","Local","Non- 
Local","Total","","Today","Cumulati
ve",""
"1","LEH","0","5","9","6","9","11","20","12985","10475","23460","115","14","23177","168"
"2","KARGIL","0","0","3","1","3","1","4","4196","1094","5290","6","0","5224","60"
"","Total","0","5","12","7","12","12","24","17181","11569","28750","121","14","28401","228"
