"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235311","232521","132","2658"
"3","Chennai","750694","741210","416","9068"
"4","Coimbatore","329841","327065","159","2617"
"5","Cuddalore","74234","73325","16","893"
"6","Dharmapuri","36181","35888","10","283"
"7","Dindigul","37472","36797","10","665"
"8","Erode","132658","131892","32","734"
"9","Kallakurichi","36516","36299","2","215"
"10","Kancheepuram","94355","93010","43","1302"
"11","Kanyakumari","86200","85088","27","1085"
"12","Karur","29752","29375","5","372"
"13","Krishnagiri","59619","59235","14","370"
"14","Madurai","91026","89774","16","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25437","25056","6","375"
"17","Namakkal","67993","67449","10","534"
"18","Nilgiris","42098","41814","58","226"
"19","Perambalur","14460","14207","4","249"
"20","Pudukottai","34460","34030","4","426"
"21","Ramanathapuram","24666","24292","6","368"
"22","Ranipet","53912","53122","3","787"
"23","Salem","127352","125563","27","1762"
"24","Sivagangai","23813","23582","12","219"
"25","Tenkasi","32743","32245","8","490"
"26","Thanjavur","92115","91054","22","1039"
"27","Theni","50596","50056","7","533"
"28","Thirupathur","35729","35092","4","633"
"29","Thiruvallur","147415","145430","46","1939"
"30","Thiruvannamalai","66799","66100","14","685"
"31","Thiruvarur","48006","47528","6","472"
"32","Thoothukudi","64944","64489","7","448"
"33","Tirunelveli","62758","62292","21","445"
"34","Tiruppur","129908","128814","42","1052"
"35","Trichy","94929","93732","36","1161"
"36","Vellore","57267","56057","47","1163"
"37","Villupuram","54580","54208","6","366"
"38","Virudhunagar","56819","56246","19","554"
"39","Airport Surveillance 
(International)","1246","1241","4","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,51,815","34,12,491","1,301","38,023"
