"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","3","6","0","1987","16","34","0"
"East Jaintia Hills","3","3","0","2548","32","32","0"
"East Khasi Hills","88","190","1","46429","1049","758","113"
"Eastern West Khasi Hills","5","9","0","101","5","59","4"
"North Garo Hills","12","17","0","1800","8","47","2"
"Ri-Bhoi","17","34","0","10138","91","142","2"
"South Garo Hills","3","9","0","1308","12","39","0"
"South West Garo Hills","3","11","0","2027","18","83","2"
"South West Khasi Hills","6","2","0","2647","18","70","0"
"West Garo Hills","54","82","1","10413","77","446","12"
"West Jaintia Hills","13","10","0","7027","138","90","9"
"West Khasi Hills","4","2","0","5596","74","39","0"
"Total","211","375","2","92021","1538","1839","144"
