"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","43","57","69295","1","4847","74136","0"
"Bageshwar","60","62","39443","0","2157","41596","4"
"Chamoli","43","18","51275","0","3339","54612","0"
"Champawat","6","24","64965","0","1986","66948","9"
"Dehradun","445","287","408320","26","38520","446705","0"
"Haridwar","194","158","322909","4","14002","336881","0"
"Nainital","196","198","103654","22","13084","116668","0"
"Pauri Garhwal","89","90","106125","2","5568","111686","14"
"Pithoragarh","17","24","44312","2","2720","47020","0"
"Rudraprayag","78","129","30616","0","3028","33644","0"
"Tehri Garhwal","139","105","46440","2","2602","49035","0"
"US Nagar","464","114","153828","1","9283","163087","5"
"Uttarkashi","37","23","46839","4","1908","48745","0"
"Total","1811","1289","1488021","64","103044","1590763","32"
