District,Recovered,Deceased,Active
लखनऊ,294989,2694,449
गौतम बिु नगर,102354,490,429
गाज़ियाबाद,86266,473,228
िाराणसी,97806,988,104
झ सी,44035,675,72
कानपरु नगर,91698,1923,58
हरदोई,17364,375,43
अलीगढ,25533,113,39
जौनपरु,24440,244,36
प्रय गर ज,87542,1120,36
मथरु,25667,406,35
चदंौली,17584,380,33
आगरा,36006,465,32
मरेठ,88225,932,30
देवररय,22422,230,25
अमरोह,19298,208,22
गोरखपरु,66013,866,20
र य बरेली,21416,348,19
बलुदंशहर,26436,254,18
ब र बकंी,23742,227,17
सहारनपरु,38401,428,16
औरैय्य,10820,211,15
अयोध्य,18703,293,15
क्रिरोजाबाद,10617,136,15
कन्नौज,10878,126,15
सीत परु,15778,189,15
लखीमपरु-खीरी,30057,300,14
सोनभद्र,18690,257,14
ब द,12154,169,13
बरेली,50127,377,13
मह र जगजं,14833,146,13
लललतपरु,14911,134,12
मनैपरुी,11529,189,12
पीलीभीत,12738,207,11
उन्न व,16957,257,11
सलु्त नपरु,16901,144,10
अम्बडेकर नगर,5974,167,9
इट व,15790,297,9
फतहेपरु,8374,141,9
बललय,22519,246,8
फरु्रख ब द,11886,197,8
गाजीपरु,23888,295,8
